abstractid	名字	DataType	等级	CD	吟唱	使用半径	作用范围	伤害	千分比伤害	伤害类型	最低MP限制	消耗MP	消耗HP	对象类型	作用类型	攻击有效时间	被动Buf	目标Buf	使用者Buf	范围模型	伤害个数	影响范围	描述	备注		
26066	嘲讽	DT_Skill	1	15	0	0	6.5	0		2	100	100	0	31	70	0.5		12508|4	12608|1	data/JXJEffect/Eft_Sk_Fanwei_01.cre	0	6.5|6.5|6.5	嘲讽自身部队6.5米范围内敌方部队，强制其攻击自己并反弹25%的物理伤害，持续5秒	魏延6		
26067	嘲讽	DT_Skill	1	15	0	0	6.5	0		2	100	100	0	31	70	0.5		12508|4	12608|2	data/JXJEffect/Eft_Sk_Fanwei_01.cre	0	6.5|6.5|6.5	嘲讽自身部队6.5米范围内敌方部队，强制其攻击自己并反弹30%的物理伤害，持续5秒	魏延7		
26068	嘲讽	DT_Skill	1	15	0	0	6.5	0		2	100	100	0	31	70	0.5		12508|4	12608|3	data/JXJEffect/Eft_Sk_Fanwei_01.cre	0	6.5|6.5|6.5	嘲讽自身部队6.5米范围内敌方部队，强制其攻击自己并反弹35%的物理伤害，持续5秒	魏延8		
26069	嘲讽	DT_Skill	1	15	0	0	6.5	0		2	100	100	0	31	70	0.5		12508|4	12608|4	data/JXJEffect/Eft_Sk_Fanwei_01.cre	0	6.5|6.5|6.5	嘲讽自身部队6.5米范围内敌方部队，强制其攻击自己并反弹40%的物理伤害，持续5秒	魏延9		
26070	麒麟	DT_Skill	1	15	0	0	5				100	100	0	31	54	2		12510|0		data/JXJEffect/Eft_Sk_Fanwei_01.cre	3	5|5|5	增加友方弓兵10%穿透，步兵生命上限5%，骑兵攻击力10%，器械攻速10%，最多3人，范围5米，持续5秒	姜维0		
26071	麒麟	DT_Skill	1	15	0	0	5				100	100	0	31	54	2		12510|1		data/JXJEffect/Eft_Sk_Fanwei_01.cre	3	5|5|5	增加友方弓兵20%穿透，步兵生命上限10%，骑兵攻击力20%，器械攻速20%，最多3人，范围5米，持续5秒	姜维1		
26072	麒麟	DT_Skill	1	15	0	0	5				100	100	0	31	54	2		12510|2		data/JXJEffect/Eft_Sk_Fanwei_01.cre	3	5|5|5	增加友方弓兵30%穿透，步兵生命上限15%，骑兵攻击力30%，器械攻速30%，最多3人，范围5米，持续5秒	姜维2		
26073	麒麟	DT_Skill	1	15	0	0	5				100	100	0	31	54	2		12510|3		data/JXJEffect/Eft_Sk_Fanwei_01.cre	4	5|5|5	增加友方弓兵40%穿透，步兵生命上限20%，骑兵攻击力40%，器械攻速40%，最多4人，范围5米，持续5秒	姜维3		
26074	麒麟	DT_Skill	1	15	0	0	5				100	100	0	31	54	2		12510|4		data/JXJEffect/Eft_Sk_Fanwei_01.cre	5	6|6|6	增加友方弓兵50%穿透，步兵生命上限25%，骑兵攻击力50%，器械攻速50%，最多5人，范围6米，持续5秒	姜维4		
26075	麒麟	DT_Skill	1	15	0	0	5				100	100	0	31	54	2		12510|5		data/JXJEffect/Eft_Sk_Fanwei_01.cre	6	7|7|7	增加友方弓兵55%穿透，步兵生命上限27.5%，骑兵攻击力55%，器械攻速55%，最多6人，范围7米，持续5.5秒	姜维5		
26076	麒麟	DT_Skill	1	15	0	0	5				100	100	0	31	54	2		12510|6		data/JXJEffect/Eft_Sk_Fanwei_01.cre	7	7|7|7	增加友方弓兵60%穿透，步兵生命上限30%，骑兵攻击力60%，器械攻速60%，最多7人，范围7米，持续6秒	姜维6		
26077	麒麟	DT_Skill	1	15	0	0	5				100	100	0	31	54	2		12510|7		data/JXJEffect/Eft_Sk_Fanwei_01.cre	8	7|7|7	增加友方弓兵65%穿透，步兵生命上限32.5%，骑兵攻击力65%，器械攻速65%，最多8人，范围7米，持续6.5秒	姜维7		
26078	麒麟	DT_Skill	1	15	0	0	5				100	100	0	31	54	2		12510|8		data/JXJEffect/Eft_Sk_Fanwei_01.cre	9	7|7|7	增加友方弓兵70%穿透，步兵生命上限35%，骑兵攻击力70%，器械攻速70%，最多9人，范围7米，持续7秒	姜维8		
26079	麒麟	DT_Skill	1	15	0	0	5				100	100	0	31	54	2		12510|9		data/JXJEffect/Eft_Sk_Fanwei_01.cre	10	7|7|7	增加友方弓兵80%穿透，步兵生命上限40%，骑兵攻击力80%，器械攻速80%，最多10人，范围7米，持续8秒	姜维9		
31030	麒麟	DT_Skill	1																22510|0		0		每次攻击有15%概率获得5%CD缩减，可叠加2层，持续15秒	姜维10		
31031	麒麟	DT_Skill	1																22510|1		0		每次攻击有15%概率获得5%CD缩减，可叠加3层，持续16秒	姜维11		
31032	麒麟	DT_Skill	1																22510|2		0		每次攻击有15%概率获得5%CD缩减，可叠加4层，持续17秒	姜维12		
31033	麒麟	DT_Skill	1																22510|3		0		每次攻击有15%概率获得5%CD缩减，可叠加5层，持续18秒	姜维13		
31034	麒麟	DT_Skill	1																22510|4		0		每次攻击有15%概率获得5%CD缩减，可叠加6层，持续19秒	姜维14		
31035	麒麟	DT_Skill	1																22510|5		0		每次攻击有15%概率获得5%CD缩减，可叠加7层，持续20秒	姜维15		
26080	白毦	DT_Skill	1		0						0	0					22502|0				1		自身部队为步兵时攻击力增加10%	陈到0		
26081	白毦	DT_Skill	1		0						0	0					22502|1				1		自身部队为步兵时攻击力增加20%	陈到1		
26082	白毦	DT_Skill	1		0						0	0					22502|2				1		自身部队为步兵时攻击力增加30%	陈到2		
26083	白毦	DT_Skill	1		0						0	0					22502|3				1		自身部队为步兵时攻击力增加40%	陈到3		
26084	白毦	DT_Skill	1		0						0	0					22502|4				1		自身部队为步兵时攻击力增加50%	陈到4		
26085	白毦	DT_Skill	1		0						0	0					22502|5	22503|0			1		自身部队为步兵时攻击力增加55%，自身部队为白毦兵时，每次普通攻击有10%概率击晕目标单位2秒	陈到5		
26086	白毦	DT_Skill	1		0						0	0					22502|6	22503|1			1		自身部队为步兵时攻击力增加60%，自身部队为白毦兵时，每次普通攻击有12%概率击晕目标单位2秒	陈到6		
26087	白毦	DT_Skill	1		0						0	0					22502|7	22503|2			1		自身部队为步兵时攻击力增加65%，自身部队为白毦兵时，每次普通攻击有14%概率击晕目标单位2秒	陈到7		
26088	白毦	DT_Skill	1		0						0	0					22502|8	22503|3			1		自身部队为步兵时攻击力增加70%，自身部队为白毦兵时，每次普通攻击有16%概率击晕目标单位2秒	陈到8		
26089	白毦	DT_Skill	1		0						0	0					22502|9	22503|4			1		自身部队为步兵时攻击力增加80%，自身部队为白毦兵时，每次普通攻击有18%概率击晕目标单位2秒	陈到9		
26090	先锋	DT_Skill	1	15	0	12	0	10000		2	100	100	0	22		2		12506|0		data/JXJEffect/Eft_Sk_Fanwei_01.cre	1		冲向敌方单位并将其击晕1秒	廖化0		
26091	先锋	DT_Skill	1	15	0	13	0	20000		2	100	100	0	22		2		12506|1		data/JXJEffect/Eft_Sk_Fanwei_01.cre	1		冲向敌方单位并将其击晕1.5秒	廖化1		
26092	先锋	DT_Skill	1	15	0	14	0	30000		2	100	100	0	22		2		12506|2		data/JXJEffect/Eft_Sk_Fanwei_01.cre	1		冲向敌方单位并将其击晕2秒	廖化2		
26093	先锋	DT_Skill	1	15	0	15	0	40000		2	100	100	0	22		2		12506|3		data/JXJEffect/Eft_Sk_Fanwei_01.cre	1		冲向敌方单位并将其击晕2.5秒	廖化3		
26094	先锋	DT_Skill	1	15	0	16	0	50000		2	100	100	0	22		2		12506|4		data/JXJEffect/Eft_Sk_Fanwei_01.cre	1		冲向敌方单位并将其击晕3秒	廖化4		
26095	先锋	DT_Skill	1	15	0	17	0	60000		2	100	100	0	22		2		12506|5		data/JXJEffect/Eft_Sk_Fanwei_01.cre	1		冲向敌方单位并将其击晕3.5秒	廖化5		
26096	先锋	DT_Skill	1	15	0	18	0	70000		2	100	100	0	22		2		12506|6		data/JXJEffect/Eft_Sk_Fanwei_01.cre	1		冲向敌方单位并将其击晕4秒	廖化6		
26097	先锋	DT_Skill	1	15	0	19	0	80000		2	100	100	0	22		2		12506|7		data/JXJEffect/Eft_Sk_Fanwei_01.cre	1		冲向敌方单位并将其击晕4.5秒	廖化7		
26098	先锋	DT_Skill	1	15	0	20	0	90000		2	100	100	0	22		2		12506|8		data/JXJEffect/Eft_Sk_Fanwei_01.cre	1		冲向敌方单位并将其击晕5秒	廖化8		
26099	先锋	DT_Skill	1	15	0	21	0	100000		2	100	100	0	22		2		12506|9		data/JXJEffect/Eft_Sk_Fanwei_01.cre	1		冲向敌方单位并将其击晕6秒	廖化9		
26100	奋勇	DT_Skill	1		0						0	0							24000|0		1		每击杀一个单位，则获得5%CD缩减，持续30秒	关平0		
26101	奋勇	DT_Skill	1		0						0	0							24000|1		1		每击杀一个单位，则获得5.5%CD缩减，持续30秒	关平1		
26102	奋勇	DT_Skill	1		0						0	0							24000|2		1		每击杀一个单位，则获得6%CD缩减，持续30秒	关平2		
26103	奋勇	DT_Skill	1		0						0	0							24000|3		1		每击杀一个单位，则获得6.5%CD缩减，持续30秒	关平3		
26104	奋勇	DT_Skill	1		0						0	0							24000|4		1		每击杀一个单位，则获得7%CD缩减，持续30秒	关平4		
26105	奋勇	DT_Skill	1		0						0	0							24000|5		1		每击杀一个单位，则获得7%CD缩减，持续30秒，可叠加2层	关平5		
26106	奋勇	DT_Skill	1		0						0	0							24000|6		1		每击杀一个单位，则获得7%CD缩减，持续30秒，可叠加3层	关平6		
26107	奋勇	DT_Skill	1		0						0	0							24000|7		1		每击杀一个单位，则获得7%CD缩减，持续30秒，可叠加4层	关平7		
26108	奋勇	DT_Skill	1		0						0	0							24000|8		1		每击杀一个单位，则获得7%CD缩减，持续30秒，可叠加5层	关平8		
26109	奋勇	DT_Skill	1		0						0	0							24000|9		1		每击杀一个单位，则获得7%CD缩减，持续30秒，可叠加7层	关平9		
26110	疾驰	DT_Skill	1	15	0	7	4	0		2	100	100	0	31		2		1020|0	1520|0	data/JXJEffect/Eft_Sk_Fanwei_01.cre	0	4|18|7	主动提升米范围内我军骑兵单位4%移动速度，持续10秒	关索0		
26111	疾驰	DT_Skill	1	15	0	7	4	0		2	100	100	0	31		2		1020|1	1520|1	data/JXJEffect/Eft_Sk_Fanwei_01.cre	0	4|18|7	主动提升米范围内我军骑兵单位8%移动速度，持续10秒	关索1		
26112	疾驰	DT_Skill	1	15	0	7	7	0		2	100	100	0	31		2		1020|2	1520|2	data/JXJEffect/Eft_Sk_Fanwei_01.cre	0	4|18|7	主动提升米范围内我军骑兵单位12%移动速度，持续10秒	关索2		
26113	疾驰	DT_Skill	1	15	0	7	7	0		2	100	100	0	31		2		1020|3	1520|3	data/JXJEffect/Eft_Sk_Fanwei_01.cre	0	4|18|7	主动提升米范围内我军骑兵单位16%移动速度，持续10秒，被动增加本队骑兵的攻击速度	关索3		
26114	疾驰	DT_Skill	1	15	0	7	4	0		2	100	100	0	31		2		1020|4	1520|4	data/JXJEffect/Eft_Sk_Fanwei_01.cre	0	4|18|7	主动提升米范围内我军骑兵单位20%移动速度，持续10秒，被动增加本队骑兵的攻击速度	关索4		
26115	疾驰	DT_Skill	1	15	0	7	4	0		2	100	100	0	31		2		1020|4	1520|4	data/JXJEffect/Eft_Sk_Fanwei_01.cre	0	4|18|7	主动提升米范围内我军骑兵单位20%移动速度，持续10秒，被动增加本队骑兵的攻击速度	关索5		
26116	疾驰	DT_Skill	1	15	0	7	4	0		2	100	100	0	31		2		1020|4	1520|4	data/JXJEffect/Eft_Sk_Fanwei_01.cre	0	4|18|7	主动提升米范围内我军骑兵单位20%移动速度，持续10秒，被动增加本队骑兵的攻击速度	关索6		
26117	疾驰	DT_Skill	1	15	0	7	4	0		2	100	100	0	31		2		1020|4	1520|4	data/JXJEffect/Eft_Sk_Fanwei_01.cre	0	4|18|7	主动提升米范围内我军骑兵单位20%移动速度，持续10秒，被动增加本队骑兵的攻击速度	关索7		
26118	疾驰	DT_Skill	1	15	0	7	4	0		2	100	100	0	31		2		1020|4	1520|4	data/JXJEffect/Eft_Sk_Fanwei_01.cre	0	4|18|7	主动提升米范围内我军骑兵单位20%移动速度，持续10秒，被动增加本队骑兵的攻击速度	关索8		
26119	疾驰	DT_Skill	1	15	0	7	4	0		2	100	100	0	31		2		1020|4	1520|4	data/JXJEffect/Eft_Sk_Fanwei_01.cre	0	4|18|7	主动提升米范围内我军骑兵单位20%移动速度，持续10秒，被动增加本队骑兵的攻击速度	关索9		
26120	奋发	DT_Skill	1		0						0	0							22504|0		1		自身部队暴击后增加50%攻击速度，持续5秒（攻击建筑不会触发）	关索9		
26121	奋发	DT_Skill	1		0						0	0							22504|1		1		自身部队暴击后增加60%攻击速度，持续5秒（攻击建筑不会触发）	张苞1		
26122	奋发	DT_Skill	1		0						0	0							22504|2		1		自身部队暴击后增加70%攻击速度，持续5秒（攻击建筑不会触发）	张苞2		
26123	奋发	DT_Skill	1		0						0	0							22504|3		1		自身部队暴击后增加80%攻击速度，持续5秒（攻击建筑不会触发）	张苞3		
26124	奋发	DT_Skill	1		0						0	0							22504|4		1		自身部队暴击后增加90%攻击速度，持续5秒（攻击建筑不会触发）	张苞4		
26125	奋发	DT_Skill	1		0						0	0							22504|5		1		自身部队暴击后增加90%攻击速度与2%吸血效果，持续5秒（攻击建筑不会触发）	张苞5		
26126	奋发	DT_Skill	1		0						0	0							22504|6		1		自身部队暴击后增加90%攻击速度与4%吸血效果，持续5秒（攻击建筑不会触发）	张苞6		
26127	奋发	DT_Skill	1		0						0	0							22504|7		1		自身部队暴击后增加90%攻击速度与6%吸血效果，持续5秒（攻击建筑不会触发）	张苞7		
26128	奋发	DT_Skill	1		0						0	0							22504|8		1		自身部队暴击后增加90%攻击速度与8%吸血效果，持续5秒（攻击建筑不会触发）	张苞8		
26129	奋发	DT_Skill	1		0						0	0							22504|9		1		自身部队暴击后增加100%攻击速度与10%吸血效果，持续6秒（攻击建筑不会触发）	张苞9		
26130	铁骑	DT_Skill	1	15	0	0	10	0		2	100	100	0	31	16	2		26131|0	26130|0	data/JXJEffect/Eft_Sk_Fanwei_01.cre	0		提高周围8米范围内己方骑兵30%护甲，持续5秒，同时对周围5米范围内敌方单位造成己方护甲*1的额外伤害	马岱0		
26131	铁骑	DT_Skill	1	15	0	0	10	0		2	100	100	0	31	16	2		26131|1	26130|1	data/JXJEffect/Eft_Sk_Fanwei_01.cre	0		提高周围8米范围内己方骑兵40%护甲，持续5秒，同时对周围5米范围内敌方单位造成己方护甲*1.1的额外伤害	马岱1		
26132	铁骑	DT_Skill	1	15	0	0	10	0		2	100	100	0	31	16	2		26131|2	26130|2	data/JXJEffect/Eft_Sk_Fanwei_01.cre	0		提高周围8米范围内己方骑兵50%护甲，持续5秒，同时对周围5米范围内敌方单位造成己方护甲*1.2的额外伤害	马岱2		
26133	铁骑	DT_Skill	1	15	0	0	10	0		2	100	100	0	31	16	2		26131|3	26130|3	data/JXJEffect/Eft_Sk_Fanwei_01.cre	0		提高周围8米范围内己方骑兵60%护甲，持续5秒，同时对周围5米范围内敌方单位造成己方护甲*1.3的额外伤害	马岱3		
26134	铁骑	DT_Skill	1	15	0	0	10	0		2	100	100	0	31	16	2		26131|4	26130|4	data/JXJEffect/Eft_Sk_Fanwei_01.cre	0		提高周围8米范围内己方骑兵70%护甲，持续5秒，同时对周围5米范围内敌方单位造成己方护甲*1.4的额外伤害	马岱4		
26135	铁骑	DT_Skill	1	15	0	0	10	0		2	100	100	0	31	16	2		26131|5	26130|5	data/JXJEffect/Eft_Sk_Fanwei_01.cre	0		提高周围8米范围内己方骑兵80%护甲，持续5秒，同时对周围5米范围内敌方单位造成己方护甲*1.5的额外伤害，对护甲低于己方的单位造成1.2秒眩晕	马岱5		
26136	铁骑	DT_Skill	1	15	0	0	10	0		2	100	100	0	31	16	2		26131|6	26130|6	data/JXJEffect/Eft_Sk_Fanwei_01.cre	0		提高周围8米范围内己方骑兵90%护甲，持续5秒，同时对周围5米范围内敌方单位造成己方护甲*1.6的额外伤害，对护甲低于己方的单位造成1.4秒眩晕	马岱6		
26137	铁骑	DT_Skill	1	15	0	0	10	0		2	100	100	0	31	16	2		26131|7	26130|7	data/JXJEffect/Eft_Sk_Fanwei_01.cre	0		提高周围8米范围内己方骑兵100%护甲，持续5秒，同时对周围5米范围内敌方单位造成己方护甲*1.7的额外伤害，对护甲低于己方的单位造成1.6秒眩晕	马岱7		
26138	铁骑	DT_Skill	1	15	0	0	10	0		2	100	100	0	31	16	2		26131|8	26130|8	data/JXJEffect/Eft_Sk_Fanwei_01.cre	0		提高周围8米范围内己方骑兵110%护甲，持续5秒，同时对周围5米范围内敌方单位造成己方护甲*1.8的额外伤害，对护甲低于己方的单位造成1.8秒眩晕	马岱8		
26139	铁骑	DT_Skill	1	15	0	0	10	0		2	100	100	0	31	16	2		26131|9	26130|9	data/JXJEffect/Eft_Sk_Fanwei_01.cre	0		提高周围8米范围内己方骑兵130%护甲，持续5秒，同时对周围5米范围内敌方单位造成己方护甲*2的额外伤害，对护甲低于己方的单位造成2.2秒眩晕	马岱9		
26140	蓄力	DT_Skill	1		0						0	0					22505|0				1		自身部队攻击敌方部队后额外获得1点士气	李严0		
26141	蓄力	DT_Skill	1		0						0	0					22505|1				1		自身部队攻击敌方部队后额外获得1.5点士气	李严1		
26142	蓄力	DT_Skill	1		0						0	0					22505|2				1		自身部队攻击敌方部队后额外获得2点士气	李严2		
26143	蓄力	DT_Skill	1		0						0	0					22505|3				1		自身部队攻击敌方部队后额外获得2.5点士气	李严3		
26144	蓄力	DT_Skill	1		0						0	0					22505|4				1		自身部队攻击敌方部队后额外获得3点士气	李严4		
26145	蓄力	DT_Skill	1		0						0	0					22505|5				1		自身部队攻击敌方部队后额外获得3.5点士气	李严5		
26146	蓄力	DT_Skill	1		0						0	0					22505|6				1		自身部队攻击敌方部队后额外获得4点士气	李严6		
26147	蓄力	DT_Skill	1		0						0	0					22505|7				1		自身部队攻击敌方部队后额外获得4.5点士气	李严7		
26148	蓄力	DT_Skill	1		0						0	0					22505|8				1		自身部队攻击敌方部队后额外获得5点士气	李严8		
26149	蓄力	DT_Skill	1		0						0	0					22505|9				1		自身部队攻击敌方部队后额外获得6点士气	李严9		
26150	远射	DT_Skill	1		0						0	0						22506|0			1		自身部队为弓兵时，普通攻击有10%的概率减少目标20%移动速度，持续6秒	严颜0		
26151	远射	DT_Skill	1		0						0	0						22506|1			1		自身部队为弓兵时，普通攻击有10%的概率减少目标30%移动速度，持续6秒	严颜1		
26152	远射	DT_Skill	1		0						0	0						22506|2			1		自身部队为弓兵时，普通攻击有10%的概率减少目标40%移动速度，持续6秒	严颜2		
26153	远射	DT_Skill	1		0						0	0						22506|3			1		自身部队为弓兵时，普通攻击有10%的概率减少目标50%移动速度，持续6秒	严颜3		
26154	远射	DT_Skill	1		0						0	0						22506|4			1		自身部队为弓兵时，普通攻击有10%的概率减少目标60%移动速度，持续6秒	严颜4		
26155	远射	DT_Skill	1		0						0	0						22606|0			1		自身部队为弓兵时，普通攻击有10%概率混乱目标单位，持续3秒	严颜5		
26156	远射	DT_Skill	1		0						0	0						22606|1			1		自身部队为弓兵时，普通攻击有13%概率混乱目标单位，持续3秒	严颜6		
26157	远射	DT_Skill	1		0						0	0						22606|2			1		自身部队为弓兵时，普通攻击有16%概率混乱目标单位，持续3秒	严颜7		
26158	远射	DT_Skill	1		0						0	0						22606|3			1		自身部队为弓兵时，普通攻击有19%概率混乱目标单位，持续3秒	严颜8		
26159	远射	DT_Skill	1		0						0	0						22606|4			1		自身部队为弓兵时，普通攻击有25%概率混乱目标单位，持续4秒	严颜9		
26190	拔寨	DT_Skill	1	15	0	7	0	0		2	100	100	0	31		2		1022|0	1522|0	data/JXJEffect/Eft_Sk_Fanwei_01.cre	0		主动提升米范围内我军步兵单位4%攻击速度，持续10秒	张嶷0		
26191	拔寨	DT_Skill	1	15	0	7	0	0		2	100	100	0	31		2		1022|1	1522|1	data/JXJEffect/Eft_Sk_Fanwei_01.cre	0		主动提升米范围内我军步兵单位8%攻击速度，持续10秒	张嶷1		
26192	拔寨	DT_Skill	1	15	0	7	0	0		2	100	100	0	31		2		1022|2	1522|2	data/JXJEffect/Eft_Sk_Fanwei_01.cre	0		主动提升米范围内我军步兵单位12%攻击速度，持续10秒	张嶷2		
26193	拔寨	DT_Skill	1	15	0	7	0	0		2	100	100	0	31		2		1022|3	1522|3	data/JXJEffect/Eft_Sk_Fanwei_01.cre	0		主动提升米范围内我军步兵单位16%攻击速度，持续10秒	张嶷3		
26194	拔寨	DT_Skill	1	15	0	7	0	0		2	100	100	0	31		2		1022|4	1522|4	data/JXJEffect/Eft_Sk_Fanwei_01.cre	0		主动提升米范围内我军步兵单位20%攻击速度，持续10秒	张嶷4		
26195	拔寨	DT_Skill	1	15	0	7	0	0		2	100	100	0	31		2		1022|4	1522|4	data/JXJEffect/Eft_Sk_Fanwei_01.cre	0		主动提升米范围内我军步兵单位20%攻击速度，持续10秒	张嶷5		
26196	拔寨	DT_Skill	1	15	0	7	0	0		2	100	100	0	31		2		1022|4	1522|4	data/JXJEffect/Eft_Sk_Fanwei_01.cre	0		主动提升米范围内我军步兵单位20%攻击速度，持续10秒	张嶷6		
26197	拔寨	DT_Skill	1	15	0	7	0	0		2	100	100	0	31		2		1022|4	1522|4	data/JXJEffect/Eft_Sk_Fanwei_01.cre	0		主动提升米范围内我军步兵单位20%攻击速度，持续10秒	张嶷7		
26198	拔寨	DT_Skill	1	15	0	7	0	0		2	100	100	0	31		2		1022|4	1522|4	data/JXJEffect/Eft_Sk_Fanwei_01.cre	0		主动提升米范围内我军步兵单位20%攻击速度，持续10秒	张嶷8		
26199	拔寨	DT_Skill	1	15	0	7	0	0		2	100	100	0	31		2		1022|4	1522|4	data/JXJEffect/Eft_Sk_Fanwei_01.cre	0		主动提升米范围内我军步兵单位20%攻击速度，持续10秒	张嶷9		
26220	自疗	DT_Skill			0						0	0							22501|0		0	4|18|7	自身步兵骑兵释放技能清除周围5米范围内己方单位不利状态，增加10%物伤加成，持续5秒	向宠0		
26221	自疗	DT_Skill			0						0	0							22501|1		0	4|18|7	自身步兵骑兵释放技能清除周围5米范围内己方单位不利状态，增加15%物伤加成，持续5秒	向宠1		
26222	自疗	DT_Skill			0						0	0							22501|2		0	4|18|7	自身步兵骑兵释放技能清除周围5米范围内己方单位不利状态，增加20%物伤加成，持续5秒	向宠2		
26223	自疗	DT_Skill			0						0	0							22501|3		0	4|18|7	自身步兵骑兵释放技能清除周围5米范围内己方单位不利状态，增加25%物伤加成，持续5秒	向宠3		
26224	自疗	DT_Skill			0						0	0							22501|4		0	4|18|7	自身步兵骑兵释放技能清除周围5米范围内己方单位不利状态，增加30%物伤加成，持续5秒	向宠4		
26225	自疗	DT_Skill			0						0	0						22511|0	22501|5		0	4|18|7	自身步兵骑兵释放技能清除周围5米范围内己方单位不利状态，增加35%物伤加成，持续5秒，清除周围5米范围内敌方单位地卡提供的增益状态，且降低其10%物理伤害，持续5秒	向宠5		
26226	自疗	DT_Skill			0						0	0						22511|1	22501|6		0	4|18|7	自身步兵骑兵释放技能清除周围5米范围内己方单位不利状态，增加40%物伤加成，持续5秒，清除周围5米范围内敌方单位地卡提供的增益状态，且降低其20%物理伤害，持续5秒	向宠6		
26227	自疗	DT_Skill			0						0	0						22511|2	22501|7		0	4|18|7	自身步兵骑兵释放技能清除周围5米范围内己方单位不利状态，增加45%物伤加成，持续5秒，清除周围5米范围内敌方单位地卡提供的增益状态，且降低其30%物理伤害，持续5秒	向宠7		
26228	自疗	DT_Skill			0						0	0						22511|3	22501|8		0	4|18|7	自身步兵骑兵释放技能清除周围5米范围内己方单位不利状态，增加50%物伤加成，持续5秒，清除周围5米范围内敌方单位地卡提供的增益状态，且降低其40%物理伤害，持续5秒	向宠8		
26229	自疗	DT_Skill			0						0	0						22511|4	22501|9		0	4|18|7	自身步兵骑兵释放技能清除周围5米范围内己方单位不利状态，增加60%物伤加成，持续5秒，清除周围5米范围内敌方单位地卡提供的增益状态，且降低其60%物理伤害，持续5秒	向宠9		
26230	铁壁	DT_Skill	1	15	0	7	4	0		2	100	100	0	31		2		1023|0	1523|0	data/JXJEffect/Eft_Sk_Fanwei_01.cre	0	4|18|7	主动提升米范围内我军单位2%护甲，持续15秒	罗宪0		
26231	铁壁	DT_Skill	1	15	0	7	4	0		2	100	100	0	31		2		1023|1	1523|1	data/JXJEffect/Eft_Sk_Fanwei_01.cre	0	4|18|7	主动提升米范围内我军单位4%护甲，持续15秒	罗宪1		
26232	铁壁	DT_Skill	1	15	0	7	7	0		2	100	100	0	31		2		1023|2	1523|2	data/JXJEffect/Eft_Sk_Fanwei_01.cre	0	4|18|7	主动提升米范围内我军单位6%护甲，持续15秒	罗宪2		
26233	铁壁	DT_Skill	1	15	0	7	7	0		2	100	100	0	31		2		1023|3	1523|3	data/JXJEffect/Eft_Sk_Fanwei_01.cre	0	4|18|7	主动提升米范围内我军单位8%护甲，持续15秒	罗宪3		
26234	铁壁	DT_Skill	1	15	0	7	7	0		2	100	100	0	31		2		1023|4	1523|4	data/JXJEffect/Eft_Sk_Fanwei_01.cre	0	4|18|7	主动提升米范围内我军单位10%护甲，持续15秒	罗宪4		
26235	铁壁	DT_Skill	1	15	0	7	7	0		2	100	100	0	31		2		1023|4	1523|4	data/JXJEffect/Eft_Sk_Fanwei_01.cre	0	4|18|7	主动提升米范围内我军单位10%护甲，持续15秒	罗宪5		
26236	铁壁	DT_Skill	1	15	0	7	7	0		2	100	100	0	31		2		1023|4	1523|4	data/JXJEffect/Eft_Sk_Fanwei_01.cre	0	4|18|7	主动提升米范围内我军单位10%护甲，持续15秒	罗宪6		
26237	铁壁	DT_Skill	1	15	0	7	7	0		2	100	100	0	31		2		1023|4	1523|4	data/JXJEffect/Eft_Sk_Fanwei_01.cre	0	4|18|7	主动提升米范围内我军单位10%护甲，持续15秒	罗宪7		
26238	铁壁	DT_Skill	1	15	0	7	7	0		2	100	100	0	31		2		1023|4	1523|4	data/JXJEffect/Eft_Sk_Fanwei_01.cre	0	4|18|7	主动提升米范围内我军单位10%护甲，持续15秒	罗宪8		
26239	铁壁	DT_Skill	1	15	0	7	7	0		2	100	100	0	31		2		1023|4	1523|4	data/JXJEffect/Eft_Sk_Fanwei_01.cre	0	4|18|7	主动提升米范围内我军单位10%护甲，持续15秒	罗宪9		
26240	逆战	DT_Skill																26240|0					被攻击时有1%的概率对敌方造成一次反击（相当于一次普通攻击）	刘封0		
26241	逆战	DT_Skill																26240|1					被攻击时有2.5%的概率对敌方造成一次反击（相当于一次普通攻击）	刘封1		
26242	逆战	DT_Skill																26240|2					被攻击时有4%的概率对敌方造成一次反击（相当于一次普通攻击）	刘封2		
26243	逆战	DT_Skill																26240|3					被攻击时有5.5%的概率对敌方造成一次反击（相当于一次普通攻击）	刘封3		
26244	逆战	DT_Skill																26240|4					被攻击时有7%的概率对敌方造成一次反击（相当于一次普通攻击）	刘封4		
26245	逆战	DT_Skill																26240|5	26241|0				被攻击时有8.5%的概率对敌方造成一次反击（相当于一次普通攻击），且回复自身0.6%已损失生命	刘封5		
26246	逆战	DT_Skill																26240|6	26241|1				被攻击时有10%的概率对敌方造成一次反击（相当于一次普通攻击），且回复自身1.4%已损失生命	刘封6		
26247	逆战	DT_Skill																26240|7	26241|2				被攻击时有11.5%的概率对敌方造成一次反击（相当于一次普通攻击），且回复自身2.2%已损失生命	刘封7		
26248	逆战	DT_Skill																26240|8	26241|3				被攻击时有13%的概率对敌方造成一次反击（相当于一次普通攻击），且回复自身3%已损失生命	刘封8		
26249	逆战	DT_Skill																26240|9	26241|4				被攻击时有16%的概率对敌方造成一次反击（相当于一次普通攻击），且回复自身5%已损失生命	刘封9		
