id	人物名称	内容对白	脚本对白	图片名称	talkid	对话类型
90015	Player	什么？又有追兵……待击退了他们再说！			90012	2
90016	曹仁	上次让你跑了，这次我们再来打过！		UI_Juqing_T_caoren.img	90013	1
90017	曹仁	技差一招，败得心服口服。全军撤退！		UI_Juqing_T_caoren.img	90014	1
90018	李辅	将军真是友军，快请进城！		UI_Juqing_T_Wanghong.img	90014	1
90019		找孟达求援！			90015	0
90020	孟达	将军来意我已尽知，只是……		UI_Juqing_T_megnda.img	90016	1
90021	Player	只是如何？			90016	2
90022	孟达	山城初附，民心未定，不敢造次兴兵啊！		UI_Juqing_T_megnda.img	90016	1
90023	Player	不过是借口！将来定与你在汉中王面前对质！			90016	2
90024		离开上庸！			90017	0
90025		李辅伏军出现！			90018	0
90026	李辅	哼哼，怎能让你安然离开？		UI_Juqing_T_Wanghong.img	90019	1
90027	Player	为何埋伏我军？难道你投降了曹军？			90020	2
90028	李辅	哼！你死也不会知道！看暗器！		UI_Juqing_T_Wanghong.img	90020	1
90029	Player	该死…竟然暗箭伤人…先离开上庸吧！			90020	2
90030		离开上庸			90021	0
90031	Player	先去西城疗伤吧……			90022	2
90032	李辅	竟然让你跑了！看箭！		UI_Juqing_T_Wanghong.img	90023	1
90033	Player	(⊙o⊙)…中箭了？箭伤还有毒…先去西城…			90023	2
91000	Player	在西城耽搁这么久，不知道关将军如何…			91000	2
91001	Player	就去问问西城太守好了！			91000	2
91002		前往西城			91001	0
91003	申仪	何方敌军胆敢犯我州郡？		UI_Juqing_T_Dingfang.img	91002	1
91004	Player	申将军住手，我是荆州关将军麾下！			91003	2
91005	申仪	不是敌军么…对不起，是我太紧张了！		UI_Juqing_T_Dingfang.img	91003	1
91006	申仪	我有公务在身，将军去城内与太守面谈好了。		UI_Juqing_T_Dingfang.img	91003	1
91007		面见太守申耽			91004	0
91008	申耽	将军来晚了。关将军已死……		UI_Juqing_T_shendan.img	91005	1
91009	Player	果然还是晚了么……有什么办法报仇么？			91005	2
91010	申耽	西城西北有伙山贼，资材颇丰，可助将军复仇！		UI_Juqing_T_shendan.img	91005	1
91011		剿灭山贼！			91006	0
91012	山贼	好汉来此，可为入伙？		UI_Juqing_T_Shanzei.img	91007	1
91013	Player	我是来杀人越货的！			91007	2
91014	山贼	呦呵？惹到贼祖宗这里了？		UI_Juqing_T_Shanzei.img	91007	1
91015	Player	终于有粮草可以募兵为关将军报仇了……			91008	2
91016		离开西城！			91009	0
91017	孟达	哈哈哈哈，中埋伏了吧？		UI_Juqing_T_megnda.img	91010	1
91018	Player	糟糕…竟然有埋伏…			91010	2
91019		孟达伏军出现！			91011	0
91020	Player	为何埋伏于我？			91012	2
91021	孟达	关羽因我不肯救援而死，如何能叫你回去与汉中王对质？		UI_Juqing_T_megnda.img	91012	1
91022	Player	实在可恶……			91012	2
91023	孟达	哼，事到如今，只有弃刘投曹了！		UI_Juqing_T_megnda.img	91012	1
91024		孟达逃跑			91013	0
92000	Player	终于到了江夏！一定要为关将军报仇！			92000	2
92001		刺杀吕蒙			92001	0
92002	马忠	何人竟敢冲撞城门？		UI_Juqing_T_Wanghong.img	92002	1
92003	Player	来取吕蒙性命的人！			92002	2
92004	马忠	大胆狂徒，你逃不出江夏的！		UI_Juqing_T_Wanghong.img	92003	1
92005	Player	哼……			92003	2
92006	吕蒙	壮士来此何事？		UI_Juqing_T_lvmeng.img	92004	1
92007	Player	取你项上人头，慰藉关将军在天之灵！			92004	2
92008	吕蒙	哦？大好头颅在此，看你本事了！		UI_Juqing_T_lvmeng.img	92004	1
92009	吕蒙	竟然败了……		UI_Juqing_T_lvmeng.img	92005	1
92010	Player	吕蒙已死，速速逃离江夏才是！			92005	2
92011	斥候	江夏周围重兵把守，要找对路才对！		UI_Juqing_T_Chuanlingbing.img	92005	1
92012		逃离江夏！			92006	0
92013	Player	看来此路不通……			92007	2
92014	凌统	哼，果然厉害……		UI_Juqing_T_lingtong.img	92008	1
92015	周泰	我不会输！		UI_Juqing_T_zhoutai.img	92009	1
92016	丁奉	来日再战的时候不要哭哦！		UI_Juqing_T_dingfeng.img	92010	1
92017	甘宁	有胆来江里与我大战三百回合！		UI_Juqing_T_ganning.img	92011	1
92018	陆逊	在那么多路中找到了最薄弱的点……		UI_Juqing_T_luxun.img	92012	1
92019	陆逊	困兽之斗不可欺，便让你走吧！		UI_Juqing_T_luxun.img	92013	1
93000	Player	刘表病重，刘备大人派我等来长沙求医，希望顺利。			93000	2
93001		前往长沙！			93001	0
93002	张曳	何方小贼，窥探城门？吃我一刀！		UI_Juqing_T_Wanghong.img	93002	1
93003	Player	我是来请张仲景神医出诊的，并非歹人！			93003	2
93004	张曳	失礼了，不过张太守不在城中，我才如此紧张。		UI_Juqing_T_Wanghong.img	93003	1
93005	Player	张太守去了哪里？			93003	2
93006	张曳	我不知道，去政厅问问太守的家丁吧！		UI_Juqing_T_Wanghong.img	93003	1
93007		前往政厅！			93004	0
93008	Player	不知神医张仲景大人去了哪里？			93005	2
93009	张家家丁	太守大人听闻桂阳瘟疫横行，前去救治了！		UI_Juqing_T_Chuanlingbing.img	93005	1
93010	Player	（看来要赶往桂阳……）			93005	2
93011		前往桂阳！			93006	0
93012	Player	咦？这位大人为何拦住我？			93007	2
93013	韩玄	看你从太守府中出来，定然是小偷！快快束手就擒！		UI_Juqing_T_Hanxuan.img	93007	1
93014	韩玄	不对不对，哪有这么厉害的小偷，你快走吧！		UI_Juqing_T_Hanxuan.img	93008	1
93015	Player	（这人怎么怪怪的……）			93008	2
93016		前往桂阳！			93009	0
93017	山贼	站住站住！让你过路了么？过路费交了么？		UI_Juqing_T_Shanzei.img	93010	1
93018	Player	长沙城外竟然就有这么嚣张的山贼嘛…			93010	2
93019	山贼	老子上面可是有人的，你给我等着！		UI_Juqing_T_Shanzei.img	93011	1
93020	山贼首领	哪儿来的野小子，打扰了大爷数钱的雅兴？		UI_Juqing_T_Shanzei.img	93012	1
93021	山贼首领	我就知道这钱不会这么容易拿到…撤了撤了！		UI_Juqing_T_Shanzei.img	93013	1
93022	Player	（长沙城周围都是这种怪人么……）			93013	2
94000	Player	到了桂阳。看来瘟疫很严重，都无人守城……			94000	
94001		前往城中寻找张仲景下落！			94001	0
94002	Player	这位朋友，不知神医张仲景现在何处？			94002	2
94003	百姓	神医出城采药去了，不知你找他何事？		UI_Juqing_T_Jiading.img	94002	1
94004	Player	承蒙相告，荆州刘表大人病重，想请他医治。			94002	2
94005	百姓	什么？神医跟你走了，我们百姓的病怎么办？？		UI_Juqing_T_Jiading.img	94002	1
94006		击败百姓，让其冷静。			94003	0
94007	Player	找到神医，他定有解决办法，我不会直接带走他的。			94004	2
94008	百姓	谁知道你心里怎么想的？罢了罢了，我们拦不住你。		UI_Juqing_T_Jiading.img	94004	1
94009		出城寻找张仲景！			94005	0
94010	山贼头	等桂阳城里人都死光了，咱们进去翻找一番，就发财了！		UI_Juqing_T_Shanzei.img	94006	1
94011	喽啰	首领英明！		UI_Juqing_T_Tufei.img	94006	1
94012	Player	……			94006	2
94013	山贼头	算了算了，这次先撤，半个月之后再派人来看看！		UI_Juqing_T_Shanzei.img	94007	1
94014	Player	这货山贼打得好算盘…			94008	2
94015	Player	…………事情就是如此，还请神医相救！			94009	2
94016	张仲景	唔，只是这桂阳百姓正遭瘟疫荼毒，不忍弃之。		UI_Juqing_T_Zhangzhongjing.img	94009	1
94017	张仲景	我闻武陵有药名为葛根，对瘟疫有奇效！		UI_Juqing_T_Zhangzhongjing.img	94009	1
94018	Player	我去为神医取来，神医稍等！！			94009	2
95000	Player	山中寻药不易，听闻武陵有豪商，正好去看看！			95000	2
95001		前往武陵！			95001	0
95002	武留	欢迎欢迎！		UI_Juqing_T_Wanghong.img	95002	1
95003	武陵商人	你要葛根？这可是我武陵的特产，很贵的哦！		UI_Juqing_T_Wulingshang.img	95003	1
95004	Player	（价格这么高…听说城东北有伙山贼的说……）			95003	2
95005		剿灭山贼！			95004	0
95006	武起	你好你好！		UI_Juqing_T_Dingfang.img	95005	1
95007	山贼头	这不是桂阳城外多管闲事的家伙嘛？		UI_Juqing_T_Shanzei.img	95006	1
95008	山贼头	看来做山贼没前途啊……		UI_Juqing_T_Shanzei.img	95007	1
95009		攻破营寨			95008	0
95010	Player	钱够了吧……			95009	2
95011		返回武陵！			95010	0
95012	武陵商人	我要的钱，你快点去准备！！		UI_Juqing_T_Wulingshang.img	95011	1
95013	武陵商人	怎么就这么点？还不够啊！		UI_Juqing_T_Wulingshang.img	95012	1
95014	Player	之前说好的不是这个价格吧？			95012	2
95015	武陵商人	又涨价了不行啊？爱要不要！		UI_Juqing_T_Wulingshang.img	95012	1
95016	Player	可恶……看招！			95012	2
95017	武陵商人	救命啊！杀人啦！		UI_Juqing_T_Wulingshang.img	95012	1
95018		教训商人！			95013	0
95019	武陵商人	我投降，我投降！别打了！葛根这东西，武陵到处都是！		UI_Juqing_T_Wulingshang.img	95014	1
95020	Player	还要钱么？			95014	2
95021	武陵商人	开业大酬宾，免费送，免费送！！		UI_Juqing_T_Wulingshang.img	95014	1
96000	Player	张先生，此去襄阳，还是有劳了！			96000	2
96001	张仲景	治病救人，医者本分。		UI_Juqing_T_Zhangzhongjing.img	96000	1
96002	Player	到了益阳，正好休息一下！			96000	2
96003		前往益阳小憩！			96001	0
96004	Player	（为何他们看到我，一言不发便刀剑相向？）			96002	2
96005	Player	刘先！刘荆州待你不薄，为何叛乱？			96003	2
96006	刘先	刘表已死，我这也是为了生存……		UI_Juqing_T_Wanghong.img	96003	1
96007	Player	刘表大人已死，倒是让张神医白走一场了。			96004	2
96008	张仲景	不知将军与往何处？		UI_Juqing_T_Zhangzhongjing.img	96004	1
96009	Player	先回新野找刘备大人。			96004	2
96010	张仲景	那我们就此别过。		UI_Juqing_T_Zhangzhongjing.img	96004	1
96011		离开益阳			96005	0
96012	韩玄	呦！这不是那日强闯长沙的那个谁？		UI_Juqing_T_Hanxuan.img	96006	1
96013	韩玄	多日不见，你是越来越能耐了！走吧走吧，益阳我接收了！		UI_Juqing_T_Hanxuan.img	96007	1
96014	Player	……			96007	2
96015	传令兵	张仲景死亡，游戏失败！		UI_Juqing_T_Chuanlingbing.img	96008	1
97000	Player	（先去江陵城中打探下刘备大人的下落吧……）			97000	2
97001		江陵城中寻找刘备下落！			97001	0
97002	Player	（江陵守军见面就打，怎么回事？）			97002	2
97003	Player	我乃刘备大人部下，速速开城！			97003	2
97004	刘石	刘备背叛，你也是叛徒！快来受死！		UI_Juqing_T_Wanghong.img	97003	1
97005	Player	刘备大人不会背叛的！这肯定有误会！			97004	2
97006	刘石	整个荆州在刘琮大人的命令下投降曹操，他却不从！		UI_Juqing_T_Wanghong.img	97004	1
97007	刘磐	刘备派你来夺江陵么？？		UI_Juqing_T_Liupan.img	97005	1
97008	Player	刘备大人现在何处？			97006	2
97009	刘磐	江陵城外长坂坡，正率大军来此……		UI_Juqing_T_Liupan.img	97006	1
97010	Player	哼……			97006	2
97011		前往长坂			97007	0
97012	魏延	江陵城中出来的大军？上！		UI_Juqing_T_Weiyan.img	97008	1
97013		魏延部出现！			97009	0
97014	Player	哪里来的莽夫，阻我去接应刘备大人？			97010	2
97015	魏延	什么？你是去接应刘备大人的？？		UI_Juqing_T_Weiyan.img	97010	1
97016	魏延	（是我孟浪了……无颜投奔刘备大人，还是去别处吧！）		UI_Juqing_T_Weiyan.img	97010	1
97017		前往长坂！			97011	0
97018	曹仁	好不容易绕到刘备前面，可不能让他跑了！		UI_Juqing_T_Caoren.img	97012	1
97019	曹仁	早晚有一天让你知道我的厉害！		UI_Juqing_T_Caoren.img	97013	1
98000	Player	终于到了长坂……一片乱军中，刘备大人到底在哪儿？			98000	2
98001	斥候	启禀将军！前方有敌军，似携有俘虏！		UI_Juqing_T_Chuanlingbing.img	98000	1
98002		击败敌军！			98001	0
98003	淳于导	又一份大功撞上来啦，哈哈哈哈！		UI_Juqing_T_Wanghong.img	98002	1
98004	淳于导	呃……好痛……		UI_Juqing_T_Wanghong.img	98003	1
98005	糜竺	多谢将军救命之恩！主公已经安全，只是赵云将军带着阿斗不知所往！		UI_Juqing_T_Wulingshang.img	98003	1
98006		找到赵云！			98004	0
98007	赵云	我的膝盖被张郃射了一箭，劳烦你护送我和阿斗与主公会和……		UI_Juqing_T_Zhaoyun.img	98005	1
98008		护送赵云离开长坂！			98006	0
98009	徐晃	哪里跑！		UI_Juqing_T_Xuhuang.img	98007	1
98010	徐晃	啊，等我系个鞋带，你先走，哈哈~~		UI_Juqing_T_Xuhuang.img	98008	1
98011	许褚	谁来与我大战三百回合？		UI_Juqing_T_Xuchu.img	98009	1
98012	乐进	给我射击！！		UI_Juqing_T_Yuejin.img	98010	1
98013	乐进	要不是曹操大人下令用木箭……		UI_Juqing_T_Yuejin.img	98011	1
98014	张辽	将军且留步！		UI_Juqing_T_Zhangliao.img	98012	1
98015	Player	曹操屠杀百姓，你要助纣为虐吗？			98012	2
98016	张辽	争霸天下，伤亡必不可少……		UI_Juqing_T_Zhangliao.img	98013	1
98017	Player	道不同不相为谋！他日再战我可不会手下留情！			98013	2
98018	传令兵	赵云死亡，游戏失败！		UI_Juqing_T_Chuanlingbing.img	98014	1
99001	张飞	庞军师遇难，大哥命我为先锋，这就出发吧！		UI_Juqing_T_Zhangfei.img	99001	1
99002		攻占永安			99002	0
99003	张飞	此处地势险峻，易守难攻，可下一营寨！		UI_Juqing_T_Zhangfei.img	99003	1
99004		张飞设寨！			99004	0
99005	罗令	去禀告兄长，有敌人来袭！		UI_Juqing_T_Wanghong.img	99005	1
99006	罗令	话说永安归刘备管辖也没什么不好……		UI_Juqing_T_Wanghong.img	99006	1
99007	罗宪	就先让我试试刘备的的实力吧！		UI_Juqing_T_weixu.img	99007	1
99008	罗宪	刘备大人麾下如此强大，我心服口服！		UI_Juqing_T_weixu.img	99008	1
99009		永安投降！			99009	0
99010		张任部来袭！			99010	0
99011	张任	来迟一步，永安竟然投降了？		UI_Juqing_T_Yuejin.img	99011	1
99012	张任	出师不利，全军撤退！		UI_Juqing_T_Yuejin.img	99012	1
99013	张飞	军情紧急，罗宪请留守永安，我这就动身前往江州！		UI_Juqing_T_Zhangfei.img	99012	1
99014		前往江州！			99013	0
99015	严颜	兵贵神速，想去江州？尝尝我的长刀！		UI_Juqing_T_Yanyan.img	99014	1
99016	严颜	身手不错，咱们江州再见！		UI_Juqing_T_Yanyan.img	99015	1
100001	Player	张飞将军命我为先锋，攻伐江州，这便出发吧！			100001	2
100002		攻占江州！			100002	0
100003	严颜	胆敢犯我州郡，敌将纳命来！		UI_Juqing_T_Yanyan.img	100003	1
100004	严颜	我已命人堵死城门，你们进不去的，哈哈！		UI_Juqing_T_Yanyan.img	100004	1
100005	Player	可恶，被这老头跑了……			100004	2
100006	斥候	启禀将军，我们在山中找到条小路！		UI_Juqing_T_Chuanlingbing.img	100004	1
100007		走小路攻打江州！			100005	0
100008	严颜	 哈哈哈哈，就知道你走这条路！全军突击！		UI_Juqing_T_Yanyan.img	100006	1
100009		遭受埋伏！			100007	0
100010	Player	严将军愿降否？			100008	2
100011	严颜	江州有断头的将军，没有投降的老头！		UI_Juqing_T_Yanyan.img	100008	1
100012	Player	将军真豪杰之士也！			100008	2
100013	严颜	罢了罢了，只希望你们能善待蜀地百姓！		UI_Juqing_T_Yanyan.img	100008	1
100014		护送严颜前往城中			100009	0
100015	严颜	我已投降了刘备军，大家随我一起来吧！		UI_Juqing_T_Yanyan.img	100010	1
100016		城门大开，攻占江州！			100011	0
100017	严厉	什么？兄长你竟然投降了？		UI_Juqing_T_Qiuliju.img	100012	1
100018	严颜	我这是为了江州的百姓！		UI_Juqing_T_Yanyan.img	100012	1
100019	严厉	好吧……既然兄长已经做出了选择，我自然要遵从……		UI_Juqing_T_Qiuliju.img	100013	1
101001	刘备	庞军师遇袭身亡，我要涪关周围的人，给庞军师陪葬！！		UI_Juqing_T_liubei.img	101001	1
101002		杀掉涪关周围所有敌军！			101002	0
101003	Player	(⊙o⊙)…竟然有暗器？			101003	2
101004		敌军突袭政厅！保护刘备！			101004	0
101005	刘备	只有这些还不够，随我攻占敌方据点，再争成都！		UI_Juqing_T_liubei.img	101005	1
101006		攻破敌军据点！			101006	0
101007	刘备	任何人，都不能阻止我复仇！		UI_Juqing_T_Liubei.img	101007	1
101008	刘备	既然已经肃清了涪关周围，全军朝成都进发！！		UI_Juqing_T_Liubei.img	101008	1
102001	斥候	刘备大人令将军攻破成都东南军寨！		UI_Juqing_T_Chuanlingbing.img	102001	1
102002	Player	（为张飞将军到来做准备吗？）			102001	2
102003		攻占成都东南军寨！			102002	0
102004	张任	想为张飞打通来成都的路？休想！		UI_Juqing_T_Yuejin.img	102003	1
102005	张任	可恶……		UI_Juqing_T_Yuejin.img	102004	1
102006	张飞	哈哈哈哈哈，终于到了成都城外！！请将军助我围困成都！		UI_Juqing_T_Zhangfei.img	102005	1
102007	黄权	全军退回城中！		UI_Juqing_T_houcheng.img	102006	1
102008	刘巴	封死城门，不要让刘备军进来！		UI_Juqing_T_Wanghong.img	102007	1
102009	斥候	刘备大人有令！请将军前往北面，迎击马超援军！		UI_Juqing_T_Chuanlingbing.img	102008	1
102010		马超援军出现！			102009	0
102011	马岱	嗯？竟然有余力来阻击我军？看来成都已经被围困了……		UI_Juqing_T_Madai.img	102010	1
102012	马岱	啧，撤退！回去禀报兄长！		UI_Juqing_T_Madai.img	102011	1
103001	Player	（围困了成都后，刘备大人让我前来劝降马超，这可能么？）			103001	2
103002	Player	算了，先攻破东南据点，阻止张鲁的援军吧！			103001	2
103003		攻破据点！			103002	0
103004	马岱	紧守据点		UI_Juqing_T_Madai.img	103003	1
103005	马岱	……好强……全军撤回梓潼！		UI_Juqing_T_Madai.img	103004	1
103006	Player	接下来，就要去会一会西凉锦马超了！			103004	2
103007		前往梓潼			103005	0
103008	马岱	可恶……我不会再让你前进一步！		UI_Juqing_T_Madai.img	103006	1
103009	马岱	就差一招……		UI_Juqing_T_Madai.img	103007	1
103010	马超	哦？马岱没有打败对方么？		UI_Juqing_T_Machao.img	103008	1
103011	Player	马超将军，我家刘备大人有意请你共襄盛举，围困成都。			103009	2
103012	马超	…………好吧……我们走。		UI_Juqing_T_Machao.img	103009	1
103013	马超	我的家眷……被张鲁扣押在汉中……		UI_Juqing_T_Machao.img	103010	1
103014	Player	马将军尽管去成都，你的家眷都交给在下吧！			103010	2
104001	斥候	我已打探到马超将军的家眷被关押在城外几处！		UI_Juqing_T_Chuanlingbing.img	104001	1
104002	Player	速速出发！			104001	2
104003		营救马超家眷！			104002	0
104004	家丁	马超大人的妹妹在城中要被斩首了！		UI_Juqing_T_Jiading.img	104003	1
104005		营救马超家眷！			104004	0
104006	Player	杀进城去！			104005	2
104007		击败杨柏，救出马超家眷！			104006	0
104008	Player	趁张鲁没反应过来，速速撤离！			104007	2
105001	孟获	朱提太守欺压我南中百姓，我决定起兵，请将军相助！		UI_Juqing_T_menghuo.img	105001	1
105002	Player	定不让你受半点伤害！			105001	2
105003		击败太守雍闿			105002	0
105004	百姓	哦！孟获大人要来解救我们了！快搬开拒马！		UI_Juqing_T_Jiading.img	105003	1
105005		击败太守雍闿			105004	0
105006	鄂焕	你们要造反么！		UI_Juqing_T_Yufuluo.img	105005	1
105007	鄂焕	一群刁民！		UI_Juqing_T_Yufuluo.img	105006	1
105008		击败太守雍闿			105007	0
105009	雍闿	大胆刁民，竟敢冲撞州府！快快受死！		UI_Juqing_T_Yufuluo.img	105008	1
105010	孟获	我今天就要为民除害！杀了你这狗官！		UI_Juqing_T_menghuo.img	105009	1
105011	雍闿	哼，建宁太守朱褒会为我报仇的！		UI_Juqing_T_Yufuluo.img	105009	1
105012	斥候	报，城外有建宁援军到来！		UI_Juqing_T_Chuanlingbing.img	105009	1
105013	Player	我去攻破据点！			105009	2
105014		攻破据点，阻止援军到来！			105010	0
105015	Player	休想助纣为虐！			105011	2
105016	孟获	哈哈哈，朱提人民从此站起来了！		UI_Juqing_T_menghuo.img	105012	1
106001	孟获	听说建宁太守朱褒要为雍闿报仇，我决定先下手为强！		UI_Juqing_T_menghuo.img	106001	1
106002	孟获	请将军助我一臂之力！		UI_Juqing_T_menghuo.img	106001	1
106003		攻占建宁			106002	0
106004	朱蒋	什么！竟然是南中军！		UI_Juqing_T_Wanghong.img	106003	1
106005	Player	快点进城，别被朱褒跑了！			106004	2
106006	Player	说，朱褒去哪儿了？			106005	2
106007	斥候	太守他从东门跑啦！		UI_Juqing_T_Chuanlingbing.img	106005	1
106008		追击朱褒！			106006	0
106009	朱褒	高定会给我报仇的！！		UI_Juqing_T_weixu.img	106007	1
106010	朱褒	哈哈，援军到了，我要报仇！		UI_Juqing_T_weixu.img	106008	1
106011		击败朱褒			106009	0
106012	朱褒	高定会给我报仇的！！！		UI_Juqing_T_weixu.img	106010	1
107001	Player	云南太守高定与朱提、建宁的太守狼狈为奸，除恶务尽，不可轻饶！			107001	2
107002		攻占云南！			107002	0
107003	山贼	滚开！宝箱是我们先发现的！		UI_Juqing_T_Shanzei.img	107003	1
107004	Player	狗官受死！			107004	2
107005	百姓	多谢将军救我等脱离苦海！		UI_Juqing_T_Jiading.img	107005	1
107006		城门大开，前往城中			107006	0
107007	斥候	报！城北出现一伙军队，向城中袭来！		UI_Juqing_T_Chuanlingbing.img	107007	1
107008		防守政厅！			107008	0
107009	兀突肌	哼，我二哥会给我报仇的！		UI_Juqing_T_Yufuluo.img	107009	1
107010	兀突骼	哼，我大哥会给我报仇的！		UI_Juqing_T_Yufuluo.img	107010	1
107011	兀突骨	我投降！我愿意奉孟大王为兄长！		UI_Juqing_T_Yufuluo.img	107011	1
107012	Player	有劳将军随我去见孟获大人了！			107011	2
108001	Player	南中独立，阿会喃却驱逐了孟获的使者，孟获大怒，派我前来讨伐。便让我领教一下南中名将阿会喃的勇武吧！			108001	2
108002		击败阿会喃			108002	0
108003	Player	先来领教一下阿会喃手下精兵！			108003	2
108004	Player	阿会喃，看招！			108004	2
108005	Player	南中名将，怎么如此弱小？			108005	2
108006	阿会喃	夜郎有毒泉肆虐，已让我军兵力大损，怎可让外乡人误入其中？所以我拒绝了大王派遣的官员……		UI_Juqing_T_Ehuinan.img	108005	1
108007	Player	夜郎也是南中的一部分，我们可不是外乡人。闲话少说，我去找找原因！			108005	2
108008		出城寻找毒泉源头			108006	0
108009	Player	你们在干什么！！			108007	2
108010	黄巾余孽	被发现了！快灭口！		UI_Juqing_T_Huangjinyunie.img	108007	1
108011	Player	可恶，竟然有毒！			108008	2
108012	黄巾渠帅	不能让任何人破坏我黄巾大业！		UI_Juqing_T_Huangjinyunie.img	108009	1
108013	Player	黄巾的时代已经过去了！			108010	2
108014	阿会喃	多谢将军！我这就派人去请大王的使者！		UI_Juqing_T_Ehuinan.img	108010	1
109001	Player	阿会喃说，牂牁遭到五溪蛮族入侵，先进城去看看吧！			109001	2
109002		前往牂牁			109002	0
109003	董荼那	你就是孟获派来的援军？先让我看看你的实力吧！		UI_Juqing_T_Yufuluo.img	109003	1
109004		击败董荼那			109004	0
109005	董荼那	将军威武，小将甘拜下风。五溪蛮人就在城外，请将军出手相助！攻破敌军三座营寨！		UI_Juqing_T_Yufuluo.img	109005	1
109006		攻破所有蛮族据点			109006	0
109007	Player	第一座！			109007	2
109008	Player	第二座！			109008	2
109009	沙摩柯	敌将速来一战！		UI_Juqing_T_niujin.img	109009	1
109010	沙摩柯	我败了……		UI_Juqing_T_niujin.img	109010	1
109011	Player	攻破了三个据点了！回城复命吧！			109011	2
109012		回城复命！			109012	0
109013	董荼那	将军真是威武，请满饮此杯！		UI_Juqing_T_Yufuluo.img	109013	1
109014	Player	呃……有毒！			109013	2
109015	Player	将军，为什么我们不能同心协力，为南中百姓谋福呢？			109014	2
109016	董荼那	是我错了，从今以后唯孟获大王马首是瞻！		UI_Juqing_T_Yufuluo.img	109014	1
109017	Player	南中统一了！			109014	2
109018		击败董荼那			109015	0
110001	孙策	我想为袁伯父打下江东，特意献上玉玺，希望袁伯父借兵！		UI_Juqing_T_Sunce.img	110001	1
110002	袁术	当然可以，但是你要先帮我打下庐江！		UI_Juqing_T_Yuanshao.img	110001	1
110003		离开寿春城！			110002	0
110004	纪灵	汝骗的了俺家主公却骗不到我，休想出城！		UI_Juqing_T_Jiling.img	110003	1
110005	纪灵	哎，主公糊涂啊…		UI_Juqing_T_Jiling.img	110004	1
110006	雷薄	未得袁公命令任何人不得出城！		UI_Juqing_T_Shanzei.img	110005	1
110007	雷薄	今日且放你一马！		UI_Juqing_T_Shanzei.img	110006	1
110008	孙策	庐江就拜托将军了，兵贵神速，我先走一步！		UI_Juqing_T_Sunce.img	110006	1
110009		前往庐江！			110007	0
110010	陈兰	宝藏是我的！		UI_Juqing_T_Chenlan.img	110008	1
110011	陈兰	好吧好吧，宝藏是你的！		UI_Juqing_T_Chenlan.img	110009	1
110012	Player	接下来，向庐江进发！			110010	2
111000	Player	围困庐江，击破两个城门守将！			111000	2
111001	陆乘	袁术的爪牙打过来了！		UI_Juqing_T_Chenlan.img	111001	1
111002	陆风	想攻占庐江？从我的尸体上过去吧！		UI_Juqing_T_Shanzei.img	111002	1
111003	陆乘	你一定不会得逞的！		UI_Juqing_T_Chenlan.img	111003	1
111004	Player	城门洞开，全军出击！			111004	2
111005		击破政厅			111005	0
111006	陆风	我做鬼也不会放过你！		UI_Juqing_T_Shanzei.img	111006	1
111007	Player	城门洞开，全军出击！			111007	2
111008	陆康	我绝对不会把庐江让给袁术！		UI_Juqing_T_Lukang.img	111008	1
111009	Player	终于攻占了庐江！			111009	2
111010	刘勋	主公有令，攻占庐江后，陆家上下鸡犬不留！		UI_Juqing_T_Dingfang.img	111009	1
111011	Player	住手！			111009	2
111012	刘勋	你给我等着！袁术主公会给我做主的！		UI_Juqing_T_Dingfang.img	111010	1
112000	Player	攻占建业！以此为根基，才能统一江东！			112000	2
112001		攻破建业政厅！			112001	0
112002	严白鼠	哎呀！官兵来啦！！		UI_Juqing_T_Dingfang.img	112002	1
112003	严白鼠	救命啊，快跑啊！		UI_Juqing_T_Dingfang.img	112003	1
112004		攻破政厅			112004	0
112005	严白猫	我这里没有财宝！不要打我！！		UI_Juqing_T_Jiling.img	112005	1
112006	严白猫	好吧财宝给你！不要打我T_T		UI_Juqing_T_Jiling.img	112006	1
112007	严白虎	建业是我的！谁都不能从我手上夺走他！		UI_Juqing_T_Chenlan.img	112007	1
112008	严白虎	你给我等着！！我还会回来的！！		UI_Juqing_T_Chenlan.img	112008	1
112009	Player	攻破了政厅！建业是我军的了！			112009	2
112010	Player	咦？为什么城外也有敌军？			112010	2
112011	Player	此处必有蹊跷！			112011	2
112012	严白龙	唔？建业可是我白家的基业！狗官受死！		UI_Juqing_T_Yuanshao.img	112012	1
112013	严白龙	X_X		UI_Juqing_T_Yuanshao.img	112013	1
112014	Player	城南路障消失，可以从南面进城了！			112013	2
112015		攻占政厅！			112014	0
113001	Player	丹阳自古出精兵，如果能收复丹阳兵……			113001	2
113002		收复丹阳兵！			113002	0
113003	丹阳兵	又是来想收复我们的人么？让我们看看你的力量吧！		UI_Juqing_T_Wanghong.img	113003	1
113004	丹阳兵	外乡人，你证明了自己的实力！扫清丹阳的盗匪，我们就投靠你！		UI_Juqing_T_Wanghong.img	113004	1
113005		击败所有盗匪			113005	0
113006	山贼头领	嘿嘿嘿，我发现了什么？一只大肥羊！		UI_Juqing_T_Shanzei.img	113006	1
113007	丹阳兵	多谢你恢复了丹阳的宁静，我们愿意投效孙策帐下！		UI_Juqing_T_Wanghong.img	113007	1
114001	Player	这次一定要彻底击败严白虎，收复吴县！			114001	2
114002		收复吴县！			114002	0
