instanceid	名字	x	y	x	y	x	y	x	y	x	y	x	y	x	y	x	y	x	y	x	y	x	y	x	y	x	y	x	y	x	y	x	y	x	y	x	y
24072	城防援军	-12351	-5965	-10261	-1965	-10041	838	-8022	1867	-6844	-250	-2858	154	-4944	-2814	-4944	-2814																				
24073	城防援军	-12351	-5965	-10241	-1945	-10021	818	-8002	1887	-6864	-270	-2838	134	-4924	-2834	-4924	-2834																				
24074	城防援军	-12351	-5965	-10221	-1925	-10001	798	-7982	1907	-6884	-290	-2818	114	-4904	-2854	-4904	-2854																				
24075	城防援军	-12351	-5965	-10201	-1905	-9981	778	-7962	1927	-6904	-310	-2798	94	-4884	-2874	-4884	-2874																				
24153	老湿机	11652	11184	7200	6376	4040	5977	2254	2688	-890	-461	-3507	-2963	-4864	-2894	-4864	-2894																				
24154	老湿机	11632	11164	7220	6356	4020	5957	2234	2668	-870	-441	-3527	-2943	-4844	-2914	-4844	-2914																				
24155	老湿机	11612	11144	7240	6336	4000	5937	2214	2648	-850	-421	-3547	-2923	-4824	-2934	-4824	-2934																				
24156	不想长大	11592	11124	7260	6316	3980	5917	2194	2628	-830	-401	-3567	-2903	-4804	-2954	-4804	-2954																				
24157	不想长大	11572	11104	7280	6296	3960	5897	2174	2608	-810	-381	-3587	-2883	-4784	-2974	-4784	-2974																				
24158	不想长大	11552	11084	7300	6276	3940	5877	2154	2588	-790	-361	-3607	-2863	-4764	-2994	-4764	-2994																				
24159	战神阿布	11532	11064	7320	6256	3920	5857	2134	2568	-770	-341	-3627	-2843	-4744	-3014	-4744	-3014																				
24160	战神阿布	11512	11044	7340	6236	3900	5837	2114	2548	-750	-321	-3647	-2823	-4724	-3034	-4724	-3034																				
24161	战神阿布	11492	11024	7360	6216	3880	5817	2094	2528	-730	-301	-3667	-2803	-4704	-3054	-4704	-3054																				
24162	小秘密	11472	11004	7380	6196	3860	5797	2074	2508	-710	-281	-3687	-2783	-4684	-3074	-4684	-3074																				
24163	小秘密	11452	10984	7400	6176	3840	5777	2054	2488	-690	-261	-3707	-2763	-4664	-3094	-4664	-3094																				
24164	小秘密	11432	10964	7420	6156	3820	5757	2034	2468	-670	-241	-3727	-2743	-1263	1970	2232	2059																				
24165	别叫我大佬	11412	10944	7440	6136	3800	5737	2014	2448	-650	-221	-3747	-2723	-1243	1950	2252	2039																				
24166	别叫我大佬	11392	10924	7460	6116	3780	5717	1994	2428	-630	-201	-3767	-2703	-1223	1930	2272	2019																				
24167	别叫我大佬	11372	10904	7480	6096	3760	5697	1974	2408	-610	-181	-3787	-2683	-1203	1910	2292	1999																				
24168	城防援军	-8543	8977	-8705	6453	-6168	3814	-7136	1122	-8883	-2121	-6374	-2820	-1183	1890	2312	1979																				
24169	城防援军	-8543	8977	-8725	6433	-6148	3834	-7156	1142	-8863	-2141	-6354	-2840	-1163	1870	2332	1959																				
24170	城防援军	-8543	8977	-8745	6413	-6128	3854	-7176	1162	-8843	-2161	-6334	-2860	-1143	1850	2352	1939																				
24171	城防援军	-8543	8977	-8765	6393	-6108	3874	-7196	1182	-8823	-2181	-6314	-2880	-1123	1830	2372	1919																				
24172	城防援军	-8543	8977	-8785	6373	-6088	3894	-7216	1202	-8803	-2201	-6294	-2900	-1103	1810	2392	1899																				
24173	城防援军	-8543	8977	-8805	6353	-6068	3914	-7236	1222	-8783	-2221	-6274	-2920	-1083	1790	2412	1879																				
24174	城防援军	-8543	8977	-8825	6333	-6048	3934	-7256	1242	-8763	-2241	-6254	-2940	-1063	1770	2432	1859																				
24175	城防援军	-8543	8977	-8845	6313	-6028	3954	-7276	1262	-8743	-2261	-6234	-2960	-1043	1750	2452	1839																				
24176	城防援军	-8543	8977	-8865	6293	-6008	3974	-7296	1282	-8723	-2281	-6214	-2980	-1023	1730	2472	1819																				
24177	城防援军	-8543	8977	-8885	6273	-5988	3994	-7316	1302	-8703	-2301	-6194	-3000	-1003	1710	2492	1799																				
24178	城防援军	-8543	8977	-8905	6253	-5968	4014	-7336	1322	-8683	-2321	-6174	-3020	-983	1690	2512	1779																				
24179	城防援军	-8543	8977	-8925	6233	-5948	4034	-7356	1342	-8663	-2341	-6154	-3040	-6265	-3159	-8570	-2255																				
24180	城防援军	-8543	8977	-8945	6213	-5928	4054	-7376	1362	-8643	-2361	-6134	-3060	-6245	-3129	-8550	-2225																				
24181	城防援军	-8543	8977	-8965	6193	-5908	4074	-7396	1382	-8623	-2381	-6114	-3080	-6225	-3099	-8530	-2195																				
24182	城防援军	-8543	8977	-8985	6173	-5888	4094	-7416	1402	-8603	-2401	-6094	-3100	-6205	-3069	-8510	-2165																				
24242	阳光帅锅	11628	726	7381	-1535	4465	-1330	1039	-1479	-2672	-2782	-6248	-2962	-6185	-3039	-8490	-2135																				
24243	阳光帅锅	11648	746	7361	-1555	4445	-1350	1059	-1459	-2652	-2762	-6268	-2942	-6165	-3009	-8470	-2105																				
24244	阳光帅锅	11668	766	7341	-1575	4425	-1370	1079	-1439	-2632	-2742	-6288	-2922	-6145	-2979	-8450	-2075																				
24245	单反穷三代	11688	786	7321	-1595	4405	-1390	1099	-1419	-2612	-2722	-6308	-2902	-6125	-2949	-8430	-2045																				
24246	单反穷三代	11708	806	7301	-1615	4385	-1410	1119	-1399	-2592	-2702	-6328	-2882	-6105	-2919	-8410	-2015																				
24247	单反穷三代	11728	826	7281	-1635	4365	-1430	1139	-1379	-2572	-2682	-6348	-2862	-6085	-2889	-8390	-1985																				
24248	面白	11748	846	7261	-1655	4345	-1450	1159	-1359	-2552	-2662	-6368	-2842	-6065	-2859	-8370	-1955																				
24249	面白	11768	866	7241	-1675	4325	-1470	1179	-1339	-2532	-2642	-6388	-2822	-6045	-2829	-8350	-1925																				
24250	面白	11788	886	7221	-1695	4305	-1490	1199	-1319	-2512	-2622	-6408	-2802	-6025	-2799	-8330	-1895																				
24251	手黑	11808	906	7201	-1715	4285	-1510	1219	-1299	-2492	-2602	-6428	-2782	-6005	-2769	-8310	-1865																				
24252	手黑	11828	926	7181	-1735	4265	-1530	1239	-1279	-2472	-2582	-6448	-2762	-5985	-2739	-8290	-1835																				
24253	手黑	11848	946	7161	-1755	4245	-1550	1259	-1259	-2452	-2562	-6468	-2742	-3810	-3117	-1360	-356	2254	2688																		
24254	别叫我大佬	11868	966	7141	-1775	4225	-1570	1279	-1239	-2432	-2542	-6488	-2722	-3840	-3137	-1320	-336	2234	2668																		
24255	别叫我大佬	11888	986	7121	-1795	4205	-1590	1299	-1219	-2412	-2522	-6508	-2702	-3870	-3157	-1280	-316	2214	2648																		
24256	别叫我大佬	11908	1006	7101	-1815	4185	-1610	1319	-1199	-2392	-2502	-6528	-2682	-3900	-3177	-1240	-296	2194	2628																		
24257	城防援军	-8037	-7116	-8109	4295	-8225	625	-7896	-1536	-8055	-4115	-6248	-2962	-3930	-3197	-1200	-276	2174	2608																		
24258	城防援军	-8037	-7116	-8129	4275	-8245	645	-7876	-1556	-8035	-4135	-6228	-2942	-3960	-3217	-1160	-256	2154	2588																		
24259	城防援军	-8037	-7116	-8149	4255	-8265	665	-7856	-1576	-8015	-4155	-6208	-2922	-3990	-3237	-1120	-236	2134	2568																		
24260	城防援军	-8037	-7116	-8169	4235	-8285	685	-7836	-1596	-7995	-4175	-6188	-2902	-4020	-3257	-1080	-216	2114	2548																		
24261	城防援军	-8037	-7116	-8189	4215	-8305	705	-7816	-1616	-7975	-4195	-6168	-2882	-4050	-3277	-1040	-196	2094	2528																		
24262	城防援军	-8037	-7116	-8209	4195	-8325	725	-7796	-1636	-7955	-4215	-6148	-2862	-4080	-3297	-1000	-176	2074	2508																		
24263	城防援军	-8037	-7116	-8229	4175	-8345	745	-7776	-1656	-7935	-4235	-6128	-2842	-4110	-3317	-960	-156	2054	2488																		
24264	城防援军	-8037	-7116	-8249	4155	-8365	765	-7756	-1676	-7915	-4255	-6108	-2822	-4140	-3337	-920	-136	2034	2468																		
24265	城防援军	-8037	-7116	-8269	4135	-8385	785	-7736	-1696	-7895	-4275	-6088	-2802	-4170	-3357	-880	-116	2014	2448																		
24266	城防援军	-8037	-7116	-8289	4115	-8405	805	-7716	-1716	-7875	-4295	-6068	-2782	-4200	-3377	-840	-96	1994	2428																		
24267	城防援军	-8037	-7116	-8309	4095	-8425	825	-7696	-1736	-7855	-4315	-6048	-2762	-4230	-3397	-800	-76	1974	2408																		
24268	城防援军	-8037	-7116	-8329	4075	-8445	845	-7676	-1756	-7835	-4335	-6028	-2742	-8055	-4115																						
24269	城防援军	-8037	-7116	-8349	4055	-8465	865	-7656	-1776	-7815	-4355	-6008	-2722	-8035	-4135																						
24270	城防援军	-8037	-7116	-8369	4035	-8485	885	-7636	-1796	-7795	-4375	-5988	-2702	-8015	-4155																						
24271	城防援军	-8037	-7116	-8389	4015	-8505	905	-7616	-1816	-7775	-4395	-5968	-2682	-7995	-4175																						
24344	巴基力	-4875	-11941	-5028	-8130	-4829	-6187	-1693	-4675	-518	-2419	-425	855	-7975	-4195																						
24345	巴基力	-4855	-11921	-5048	-8150	-4849	-6167	-1653	-4655	-548	-2439	-455	835	-7955	-4215																						
24346	巴基力	-4835	-11901	-5068	-8170	-4869	-6147	-1613	-4635	-578	-2459	-485	815	-7935	-4235																						
24347	蓝胖子	-4815	-11881	-5088	-8190	-4889	-6127	-1573	-4615	-608	-2479	-515	795	-7915	-4255																						
24348	蓝胖子	-4795	-11861	-5108	-8210	-4909	-6107	-1533	-4595	-638	-2499	-545	775	-7895	-4275																						
24349	蓝胖子	-4775	-11841	-5128	-8230	-4929	-6087	-1493	-4575	-668	-2519	-575	755	-7875	-4295																						
24350	烽火战神	-4755	-11821	-5148	-8250	-4949	-6067	-1453	-4555	-698	-2539	-605	735	-7855	-4315																						
24351	烽火战神	-4735	-11801	-5168	-8270	-4969	-6047	-1413	-4535	-728	-2559	-635	715	-7835	-4335																						
24352	烽火战神	-4715	-11781	-5188	-8290	-4989	-6027	-1373	-4515	-758	-2579	-665	695	-7815	-4355																						
24353	奇美拉	-4695	-11761	-5208	-8310	-5009	-6007	-1333	-4495	-788	-2599	-695	675	-7795	-4375																						
24354	奇美拉	-4675	-11741	-5228	-8330	-5029	-5987	-1293	-4475	-818	-2619	-725	655	-7775	-4395																						
24355	奇美拉	-4655	-11721	-5248	-8350	-5049	-5967	-1253	-4455	-848	-2639	-755	635	-2672	-2782																						
24356	别叫我大佬	-4635	-11701	-5268	-8370	-5069	-5947	-1213	-4435	-878	-2659	-785	615	-2652	-2762																						
24357	别叫我大佬	-4615	-11681	-5288	-8390	-5089	-5927	-1173	-4415	-908	-2679	-815	595	-2632	-2742																						
24358	别叫我大佬	-4595	-11661	-5308	-8410	-5109	-5907	-1133	-4395	-938	-2699	-845	575	-2612	-2722																						
24359	城防援军	9740	2988	6229	3545	2368	3579	-366	2837	-2294	2980	-706	1042	-2592	-2702																						
24360	城防援军	9740	2988	6249	3525	2348	3559	-346	2857	-2274	2960	-726	1022	-2572	-2682																						
24361	城防援军	9740	2988	6269	3505	2328	3539	-326	2877	-2254	2940	-746	1002	-2552	-2662																						
24362	城防援军	9740	2988	6289	3485	2308	3519	-306	2897	-2234	2920	-766	982	-2532	-2642																						
24363	城防援军	9740	2988	6309	3465	2288	3499	-286	2917	-2214	2900	-786	962	-2512	-2622																						
24364	城防援军	9740	2988	6329	3445	2268	3479	-266	2937	-2194	2880	-806	942	-2492	-2602																						
24365	城防援军	9740	2988	6349	3425	2248	3459	-246	2957	-2174	2860	-826	922	-2472	-2582																						
24366	城防援军	9740	2988	6369	3405	2228	3439	-226	2977	-2154	2840	-846	902	-2452	-2562																						
24367	城防援军	9740	2988	6389	3385	2208	3419	-206	2997	-2134	2820	-866	882	-2432	-2542																						
24368	城防援军	9740	2988	6409	3365	2188	3399	-186	3017	-2114	2800	-886	862	-2412	-2522																						
24369	城防援军	9740	2988	6429	3345	2168	3379	-166	3037	-2094	2780	-906	842	-2392	-2502																						
24370	城防援军	9740	2988	6449	3325	2148	3359	-146	3057	-2074	2760	-926	822	-366	2837	-2294	2980																				
24371	城防援军	9740	2988	6469	3305	2128	3339	-126	3077	-2054	2740	-946	802	-346	2857	-2274	2960																				
24372	城防援军	9740	2988	6489	3285	2108	3319	-106	3097	-2034	2720	-966	782	-326	2877	-2254	2940																				
24373	城防援军	9740	2988	6509	3265	2088	3299	-86	3117	-2014	2700	-986	762	-306	2897	-2234	2920																				
24442	天选之王	12093	-4464	8173	-2274	5635	-1548	3045	-1156	609	-1321	-3956	-911	-286	2917	-2214	2900																				
24443	天选之王	12073	-4444	8153	-2254	5615	-1528	3025	-1136	629	-1341	-3936	-931	-266	2937	-2194	2880																				
24444	天选之王	12053	-4424	8133	-2234	5595	-1508	3005	-1116	649	-1361	-3916	-951	-246	2957	-2174	2860																				
24445	夏天的疯	12033	-4404	8113	-2214	5575	-1488	2985	-1096	669	-1381	-3896	-971	-226	2977	-2154	2840																				
24446	夏天的疯	12013	-4384	8093	-2194	5555	-1468	2965	-1076	689	-1401	-3876	-991	-206	2997	-2134	2820																				
24447	夏天的疯	11993	-4364	8073	-2174	5535	-1448	2945	-1056	709	-1421	-3856	-1011	-186	3017	-2114	2800																				
24448	弄啥嘞	11973	-4344	8053	-2154	5515	-1428	2925	-1036	729	-1441	-3836	-1031	-166	3037	-2094	2780																				
24449	弄啥嘞	11953	-4324	8033	-2134	5495	-1408	2905	-1016	749	-1461	-3816	-1051	-146	3057	-2074	2760																				
24450	弄啥嘞	11933	-4304	8013	-2114	5475	-1388	2885	-996	769	-1481	-3796	-1071	-126	3077	-2054	2740																				
24451	当我吹牛时	11913	-4284	7993	-2094	5455	-1368	2865	-976	789	-1501	-3776	-1091	-106	3097	-2034	2720																				
24452	当我吹牛时	11893	-4264	7973	-2074	5435	-1348	2845	-956	809	-1521	-3756	-1111	-86	3117	-2014	2700																				
24453	当我吹牛时	11873	-4244	7953	-2054	5415	-1328	2825	-936	829	-1541	-3736	-1131	-518	-2419																						
24454	别叫我大佬	11853	-4224	7933	-2034	5395	-1308	2805	-916	849	-1561	-3716	-1151	-538	-2439																						
24455	别叫我大佬	11833	-4204	7913	-2014	5375	-1288	2785	-896	869	-1581	-3696	-1171	-558	-2459																						
24456	别叫我大佬	11813	-4184	7893	-1994	5355	-1268	2765	-876	889	-1601	-3676	-1191	-578	-2479																						
24457	城防援军	-11965	-5663	-11386	-378	-9582	1823	-6491	1573	-5368	-490			-598	-2499																						
24458	城防援军	-11965	-5663	-11366	-358	-9562	1843	-6471	1553	-5348	-470			-618	-2519																						
24459	城防援军	-11965	-5663	-11346	-338	-9542	1863	-6451	1533	-5328	-450			-638	-2539																						
24460	城防援军	-11965	-5663	-11326	-318	-9522	1883	-6431	1513	-5308	-430			-658	-2559																						
24461	城防援军	-11965	-5663	-11306	-298	-9502	1903	-6411	1493	-5288	-410			-678	-2579																						
24462	城防援军	-11965	-5663	-11286	-278	-9482	1923	-6391	1473	-5268	-390			-698	-2599																						
24463	城防援军	-11965	-5663	-11266	-258	-9462	1943	-6371	1453	-5248	-370			-718	-2619																						
24464	城防援军	-11965	-5663	-11246	-238	-9442	1963	-6351	1433	-5228	-350			-738	-2639																						
24465	城防援军	-11965	-5663	-11226	-218	-9422	1983	-6331	1413	-5208	-330			-758	-2659																						
24466	城防援军	-11965	-5663	-11206	-198	-9402	2003	-6311	1393	-5188	-310			-778	-2679																						
24467	城防援军	-11965	-5663	-11186	-178	-9382	2023	-6291	1373	-5168	-290			-798	-2699																						
24468	城防援军	-11965	-5663	-11166	-158	-9362	2043	-6271	1353	-5148	-270			-5368	-490	-6491	1573	-9582	1823	-7942	3014																
24469	城防援军	-11965	-5663	-11146	-138	-9342	2063	-6251	1333	-5128	-250			-5348	-470	-6471	1553	-9562	1843	-7922	3034																
24470	城防援军	-11965	-5663	-11126	-118	-9322	2083	-6231	1313	-5108	-230			-5328	-450	-6451	1533	-9542	1863	-7902	3054																
24471	城防援军	-11965	-5663	-11106	-98	-9302	2103	-6211	1293	-5088	-210			-5308	-430	-6431	1513	-9522	1883	-7882	3074																
306063	少先队员	200	-16100	3353	-4308	9570	-290							-5288	-410	-6411	1493	-9502	1903	-7862	3094																
306064	少先队员	250	-16150	3353	-4308	9570	-290							-5268	-390	-6391	1473	-9482	1923	-7842	3114																
306065	少先队员	300	-16200	3353	-4308	9570	-290							-5248	-370	-6371	1453	-9462	1943	-7822	3134																
306066	赛大挺	350	-16250	3353	-4308	9570	-290							-5228	-350	-6351	1433	-9442	1963	-7802	3154																
306067	赛大挺	400	-16300	3353	-4308	9570	-290							-5208	-330	-6331	1413	-9422	1983	-7782	3174																
306068	赛大挺	450	-16350	3353	-4308	9570	-290							-5188	-310	-6311	1393	-9402	2003	-7762	3194																
306069	要优雅不要污	500	-16400	3353	-4308	9570	-290							-5168	-290	-6291	1373	-9382	2023	-7742	3214																
306070	要优雅不要污	550	-16450	3353	-4308	9570	-290							-5148	-270	-6271	1353	-9362	2043	-7722	3234																
306071	要优雅不要污	600	-16500	3353	-4308	9570	-290							-5128	-250	-6251	1333	-9342	2063	-7702	3254																
305051	大宝剑	2050	-17100	-815	-3614	-814	6164							-5108	-230	-6231	1313	-9322	2083	-7682	3274																
305052	大宝剑	2100	-17150	-815	-3614	-814	6164							-5088	-210	-6211	1293	-9302	2103	-7662	3294																
305053	大宝剑	2150	-17200	-815	-3614	-814	6164																														
305054	大家好才是好	2200	-17250	-815	-3614	-814	6164																														
305055	大家好才是好	2250	-17300	-815	-3614	-814	6164																														
305056	大家好才是好	2300	-17350	-815	-3614	-814	6164																														
305057	奥托曼	2350	-17400	-815	-3614	-814	6164																														
305058	奥托曼	2400	-17450	-815	-3614	-814	6164																														
305059	奥托曼	2450	-17500	-815	-3614	-814	6164																														
304071	玉米大仙	14300	-5000	4293	3683	887	5146	951	3155																												
304072	玉米大仙	14350	-5050	4293	3683	887	5146	951	3155																												
304073	玉米大仙	14400	-5100	4293	3683	887	5146	951	3155																												
304074	骑士王	14450	-5150	4293	3683	887	5146	951	3155																												
304075	骑士王	14500	-5200	4293	3683	887	5146	951	3155																												
304076	骑士王	14550	-5250	4293	3683	887	5146	951	3155																												
304077	三国萌男	14600	-5300	4293	3683	887	5146	951	3155																												
304078	三国萌男	14650	-5350	4293	3683	887	5146	951	3155																												
304079	三国萌男	14700	-5400	4293	3683	887	5146	951	3155																												
303061	哼哈二将	14300	-5000	4293	3683	887	5146	951	3155																												
303062	哼哈二将	14350	-5050	4293	3683	887	5146	951	3155																												
303063	哼哈二将	14400	-5100	4293	3683	887	5146	951	3155																												
303064	旺仔豆奶	14450	-5150	4293	3683	887	5146	951	3155																												
303065	旺仔豆奶	14500	-5200	4293	3683	887	5146	951	3155																												
303066	旺仔豆奶	14550	-5250	4293	3683	887	5146	951	3155																												
303067	777	14600	-5300	4293	3683	887	5146	951	3155																												
303068	777	14650	-5350	4293	3683	887	5146	951	3155																												
303069	777	14700	-5400	4293	3683	887	5146	951	3155																												
308064	99.90%	-12000	-9500	5020	-6943	4290	-2832	2756	-2008																												
308065	99.90%	-12050	-9550	5020	-6943	4290	-2832	2756	-2008																												
308066	99.90%	-12100	-9600	5020	-6943	4290	-2832	2756	-2008																												
308067	好人	-12150	-9650	5020	-6943	4290	-2832	2756	-2008																												
308068	好人	-12200	-9700	5020	-6943	4290	-2832	2756	-2008																												
308069	好人	-12250	-9750	5020	-6943	4290	-2832	2756	-2008																												
308070	魔王	-12300	-9800	5020	-6943	4290	-2832	2756	-2008																												
308071	魔王	-12350	-9850	5020	-6943	4290	-2832	2756	-2008																												
308072	魔王	-12400	-9900	5020	-6943	4290	-2832	2756	-2008																												
307051	八风特	7300	-14800	3374	224	-1176	85																														
307052	八风特	7350	-14850	3374	224	-1176	85																														
307053	八风特	7400	-14900	3374	224	-1176	85																														
307054	铜锣烧	7450	-14950	3374	224	-1176	85																														
307055	铜锣烧	7500	-15000	3374	224	-1176	85																														
307056	铜锣烧	7550	-15050	3374	224	-1176	85																														
307057	虎式	7600	-15100	3374	224	-1176	85																														
307058	虎式	7650	-15150	3374	224	-1176	85																														
307059	虎式	7700	-15200	3374	224	-1176	85																														
300981	黄巾军大元帅	25600	-30400	17524	-19430	8639	-1576	-113	11632	-6037	18173	-4186	19469																								
300982	黄巾军大元帅	25650	-30450	17524	-19430	8639	-1576	-113	11632	-6037	18173	-4186	19469																								
300983	黄巾军大元帅	25700	-30500	17524	-19430	8639	-1576	-113	11632	-6037	18173	-4186	19469																								
300984	专业炮灰	25750	-30550	17524	-19430	8639	-1576	-113	11632	-6037	18173	-4186	19469																								
300985	专业炮灰	25800	-30600	17524	-19430	8639	-1576	-113	11632	-6037	18173	-4186	19469																								
300986	专业炮灰	25850	-30650	17524	-19430	8639	-1576	-113	11632	-6037	18173	-4186	19469																								
300987	为了正义	25900	-30700	17524	-19430	8639	-1576	-113	11632	-6037	18173	-4186	19469																								
300988	为了正义	25950	-30750	17524	-19430	8639	-1576	-113	11632	-6037	18173	-4186	19469																								
300989	为了正义	26000	-30800	17524	-19430	8639	-1576	-113	11632	-6037	18173	-4186	19469																								
302981	三国大魔王	25600	-30400	17524	-19430	8639	-1576	-113	11632	-6037	18173	-4186	19469																								
302982	三国大魔王	25650	-30450	17524	-19430	8639	-1576	-113	11632	-6037	18173	-4186	19469																								
302983	三国大魔王	25700	-30500	17524	-19430	8639	-1576	-113	11632	-6037	18173	-4186	19469																								
302984	AKIHA	25750	-30550	17524	-19430	8639	-1576	-113	11632	-6037	18173	-4186	19469																								
302985	AKIHA	25800	-30600	17524	-19430	8639	-1576	-113	11632	-6037	18173	-4186	19469																								
302986	AKIHA	25850	-30650	17524	-19430	8639	-1576	-113	11632	-6037	18173	-4186	19469																								
302987	就是这个味	25900	-30700	17524	-19430	8639	-1576	-113	11632	-6037	18173	-4186	19469																								
302988	就是这个味	25950	-30750	17524	-19430	8639	-1576	-113	11632	-6037	18173	-4186	19469																								
302989	就是这个味	26000	-30800	17524	-19430	8639	-1576	-113	11632	-6037	18173	-4186	19469																								
301981	想去吹吹疯	25600	-30400	17524	-19430	8639	-1576	-113	11632	-6037	18173	-4186	19469																								
301982	想去吹吹疯	25650	-30450	17524	-19430	8639	-1576	-113	11632	-6037	18173	-4186	19469																								
301983	想去吹吹疯	25700	-30500	17524	-19430	8639	-1576	-113	11632	-6037	18173	-4186	19469																								
301984	柏木由纪	25750	-30550	17524	-19430	8639	-1576	-113	11632	-6037	18173	-4186	19469																								
301985	柏木由纪	25800	-30600	17524	-19430	8639	-1576	-113	11632	-6037	18173	-4186	19469																								
301986	柏木由纪	25850	-30650	17524	-19430	8639	-1576	-113	11632	-6037	18173	-4186	19469																								
301987	上官人	25900	-30700	17524	-19430	8639	-1576	-113	11632	-6037	18173	-4186	19469																								
301988	上官人	25950	-30750	17524	-19430	8639	-1576	-113	11632	-6037	18173	-4186	19469																								
301989	上官人	26000	-30800	17524	-19430	8639	-1576	-113	11632	-6037	18173	-4186	19469	-6008	16989	-3060	19038																				
10120	波才	-537	-57	-9376	-9193	5794	-21	-9182	5379					-6008	16989	-3060	19038																				
10121	张曼成	-537	-57	-9376	-9193	5794	-21	-9182	5379					-6008	16989	-3060	19038																				
10122	何仪	-537	-57	-9376	-9193	5794	-21	-9182	5379					-6008	16989	-3060	19038																				
10123	张角	-537	-57	-9376	-9193	5794	-21	-9182	5379					-6008	16989	-3060	19038																				
10124	张宝	-537	-57	-9376	-9193	5794	-21	-9182	5379					-6008	16989	-3060	19038																				
10125	张梁	-537	-57	-9376	-9193	5794	-21	-9182	5379					-6008	16989	-3060	19038																				
10126	张牛角	-537	-57	-9376	-9193	5794	-21	-9182	5379					-6008	16989	-3060	19038																				
10127	张燕	-537	-57	-9376	-9193	5794	-21	-9182	5379					-6008	16989	-3060	19038																				
10128	眭固	-537	-57	-9376	-9193	5794	-21	-9182	5379					-6008	16989	-3060	19038																				
10129	于毒	-537	-57	-9376	-9193	5794	-21	-9182	5379					-6008	16989	-3060	19038																				
10130	孟获	-537	-57	-9376	-9193	5794	-21	-9182	5379					-6008	16989	-3060	19038																				
10131	木鹿大王	-537	-57	-9376	-9193	5794	-21	-9182	5379					-6008	16989	-3060	19038																				
10132	金环三结	-537	-57	-9376	-9193	5794	-21	-9182	5379					-6008	16989	-3060	19038																				
10133	兀突骨	-537	-57	-9376	-9193	5794	-21	-9182	5379					-6008	16989	-3060	19038																				
10134	带来洞主	-537	-57	-9376	-9193	5794	-21	-9182	5379					-6008	16989	-3060	19038																				
10135	韩遂	-537	-57	-9376	-9193	5794	-21	-9182	5379					-6008	16989	-3060	19038																				
10136	边章	-537	-57	-9376	-9193	5794	-21	-9182	5379					-6008	16989	-3060	19038																				
10137	北宫伯玉	-537	-57	-9376	-9193	5794	-21	-9182	5379					-6008	16989	-3060	19038																				
														-6008	16989	-3060	19038																				
														-6008	16989	-3060	19038																				
														-6008	16989	-3060	19038																				
														-6008	16989	-3060	19038																				
														-6008	16989	-3060	19038																				
														-6008	16989	-3060	19038																				
														-6008	16989	-3060	19038																				
														-6008	16989	-3060	19038																				
