BufID	BufferIcon	Buffer描述	BufferTime	Buf类型	备注	abstractid
25002|8	UI_Buff_DingShen.img	定身	1	1	祖茂8	27108
25002|9	UI_Buff_DingShen.img	定身	2	1	祖茂9	27109
1040|0	UI_Buff_WuLiJiaCheng.img	受到的物理伤害增加5%	2	1	甘宁0	27110
15006|0	UI_Buff_XiangWei.img	无视碰撞，移速提高20%	2	2	甘宁0	27110
1041|0	UI_Buff_WuLiJiaCheng.img	受到的物理伤害增加10%	2.5	1	甘宁1	27111
15006|1	UI_Buff_XiangWei.img	无视碰撞，移速提高25%	3	2	甘宁1	27111
1042|0	UI_Buff_WuLiJiaCheng.img	受到的物理伤害增加15%	3	1	甘宁2	27112
15006|2	UI_Buff_XiangWei.img	无视碰撞，移速提高30%	4	2	甘宁2	27112
1043|0	UI_Buff_WuLiJiaCheng.img	受到的物理伤害增加20%	3.5	1	甘宁3	27113
15006|3	UI_Buff_XiangWei.img	无视碰撞，移速提高35%	5	2	甘宁3	27113
1044|0	UI_Buff_WuLiJiaCheng.img	受到的物理伤害增加25%	4	1	甘宁4	27114
15006|4	UI_Buff_XiangWei.img	无视碰撞，移速提高40%	6	2	甘宁4	27114
1045|0	UI_Buff_WuLiJiaCheng.img	受到的物理伤害增加30%	4	1	甘宁5	27115
15006|5	UI_Buff_XiangWei.img	无视碰撞，移速提高45%	6	2	甘宁5	27115
1046|0	UI_Buff_WuLiJiaCheng.img	受到的物理伤害增加35%	4	1	甘宁6	27116
15006|6	UI_Buff_XiangWei.img	无视碰撞，移速提高50%	6	2	甘宁6	27116
1047|0	UI_Buff_WuLiJiaCheng.img	受到的物理伤害增加40%	4	1	甘宁7	27117
15006|7	UI_Buff_XiangWei.img	无视碰撞，移速提高55%	6	2	甘宁7	27117
1048|0	UI_Buff_WuLiJiaCheng.img	受到的物理伤害增加45%	4	1	甘宁8	27118
15006|8	UI_Buff_XiangWei.img	无视碰撞，移速提高60%	6	2	甘宁8	27118
1049|0	UI_Buff_WuLiJiaCheng.img	受到的物理伤害增加50%	4	1	甘宁9	27119
15006|9	UI_Buff_XiangWei.img	无视碰撞，移速提高65%	7	2	甘宁9	27119
15007|0	UI_Buff_WuLiXiXue.img	物理吸血提高5%	5	2	周泰0	27120
15007|1	UI_Buff_WuLiXiXue.img	物理吸血提高7%	5.5	2	周泰1	27121
15007|2	UI_Buff_WuLiXiXue.img	物理吸血提高9%	6	2	周泰2	27122
15007|3	UI_Buff_WuLiXiXue.img	物理吸血提高11%	6.5	2	周泰3	27123
15007|4	UI_Buff_WuLiXiXue.img	物理吸血提高13%	7	2	周泰4	27124
15007|5	UI_Buff_WuLiXiXue.img	物理吸血提高15%	7.5	2	周泰5	27125
15007|6	UI_Buff_WuLiXiXue.img	物理吸血提高18%	8	2	周泰6	27126
15007|7	UI_Buff_WuLiXiXue.img	物理吸血提高21%	8.5	2	周泰7	27127
15007|8	UI_Buff_WuLiXiXue.img	物理吸血提高24%	9	2	周泰8	27128
15007|9	UI_Buff_WuLiXiXue.img	物理吸血提高30%	10	2	周泰9	27129
15002|0	UI_Buff_XuanYun.img	眩晕	0.2	1	周泰10	
15002|1	UI_Buff_XuanYun.img	眩晕	0.3	1	周泰11	
15002|2	UI_Buff_XuanYun.img	眩晕	0.4	1	周泰12	
15002|3	UI_Buff_XuanYun.img	眩晕	0.5	1	周泰13	
15002|4	UI_Buff_XuanYun.img	眩晕	0.6	1	周泰14	
15002|5	UI_Buff_XuanYun.img	眩晕	0.7	1	周泰15	
15002|6	UI_Buff_XuanYun.img	眩晕	0.8	1	周泰16	
15002|7	UI_Buff_XuanYun.img	眩晕	0.9	1	周泰17	
15002|8	UI_Buff_XuanYun.img	眩晕	1	1	周泰18	
15002|9	UI_Buff_XuanYun.img	眩晕	1.2	1	周泰19	
16501|0	UI_Buff_ZengJiaGongJiLi.img	攻击增加20%	3	0	丁奉0	27140
16501|1	UI_Buff_ZengJiaGongJiLi.img	攻击增加30%	3	0	丁奉1	27141
16501|2	UI_Buff_ZengJiaGongJiLi.img	攻击增加40%	3	0	丁奉2	27142
16501|3	UI_Buff_ZengJiaGongJiLi.img	攻击增加50%	3	0	丁奉3	27143
16501|4	UI_Buff_ZengJiaGongJiLi.img	攻击增加60%	3	0	丁奉4	27144
16501|5	UI_Buff_ZengJiaGongJiLi.img	攻击增加70%	4	0	丁奉5	27145
16501|6	UI_Buff_ZengJiaGongJiLi.img	攻击增加80%	5	0	丁奉6	27146
16501|7	UI_Buff_ZengJiaGongJiLi.img	攻击增加90%	6	0	丁奉7	27147
16501|8	UI_Buff_ZengJiaGongJiLi.img	攻击增加100%	7	0	丁奉8	27148
16501|9	UI_Buff_ZengJiaGongJiLi.img	攻击增加120%	9	0	丁奉9	27149
1010|0	UI_Buff_JianSu.img	移动速度降低30%	5	1	朱桓0	27210
1010|1	UI_Buff_JianSu.img	移动速度降低35%	5	1	朱桓1	27211
1010|2	UI_Buff_JianSu.img	移动速度降低40%	5	1	朱桓2	27212
1010|3	UI_Buff_JianSu.img	移动速度降低45%	5	1	朱桓3	27213
1010|4	UI_Buff_JianSu.img	移动速度降低50%	5	1	朱桓4	27214
1010|4	UI_Buff_JianSu.img	移动速度降低50%	5	1	朱桓5	27215
1010|4	UI_Buff_JianSu.img	移动速度降低50%	5	1	朱桓6	27216
1010|4	UI_Buff_JianSu.img	移动速度降低50%	5	1	朱桓7	27217
1010|4	UI_Buff_JianSu.img	移动速度降低50%	5	1	朱桓8	27218
1010|4	UI_Buff_JianSu.img	移动速度降低50%	5	1	朱桓9	27219
15000|0	UI_Buff_ZengJiaGongSu.img	攻速提升40%	5	2	沈莹0	27220
15000|1	UI_Buff_ZengJiaGongSu.img	攻速提升50%	6	2	沈莹1	27221
15000|2	UI_Buff_ZengJiaGongSu.img	攻速提升60%	7	2	沈莹2	27222
15000|3	UI_Buff_ZengJiaGongSu.img	攻速提升70%	8	2	沈莹3	27223
15000|4	UI_Buff_ZengJiaGongSu.img	攻速提升80%	9	2	沈莹4	27224
15000|5	UI_Buff_ZengJiaGongSu.img	攻速提升80%，提升丹阳兵10%攻击护甲生命	9	2	沈莹5	27225
15001|1	UI_Buff_XuanYun.img	眩晕	2	1	沈莹5	27225
15000|6	UI_Buff_ZengJiaGongSu.img	攻速提升80%，提升丹阳兵15%攻击护甲生命	9	2	沈莹6	27226
15001|2	UI_Buff_XuanYun.img	眩晕	2	1	沈莹6	27226
15000|7	UI_Buff_ZengJiaGongSu.img	攻速提升80%，提升丹阳兵20%攻击护甲生命	9	2	沈莹7	27227
15001|3	UI_Buff_XuanYun.img	眩晕	2	1	沈莹7	27227
15000|8	UI_Buff_ZengJiaGongSu.img	攻速提升80%，提升丹阳兵25%攻击护甲生命	9	2	沈莹8	27228
15001|4	UI_Buff_XuanYun.img	眩晕	2	1	沈莹8	27228
15000|9	UI_Buff_ZengJiaGongSu.img	攻速提升80%，提升丹阳兵40%攻击护甲生命	9	2	沈莹9	27229
15001|5	UI_Buff_XuanYun.img	眩晕	2	1	沈莹9	27229
15230|0	UI_Buff_YinShen.img	隐身，移速降低100%/n基础暴击+100%	1	2	吕蒙0	27230
15230|1	UI_Buff_YinShen.img	隐身，移速降低90%/n基础暴击+150%	2	2	吕蒙1	27231
15230|2	UI_Buff_YinShen.img	隐身，移速降低80%/n基础暴击+200%	3	2	吕蒙2	27232
15230|3	UI_Buff_YinShen.img	隐身，移速降低70%/n基础暴击+250%	4	2	吕蒙3	27233
15230|4	UI_Buff_YinShen.img	隐身，移速降低60%/n基础暴击+300%	5	2	吕蒙4	27234
15230|5	UI_Buff_YinShen.img	隐身，移速降低50%/n基础暴击+350%/n每秒回复0.3%最大生命	6	2	吕蒙5	27235
15230|6	UI_Buff_YinShen.img	隐身，移速降低40%/n基础暴击+400%/n每秒回复0.5%最大生命	7	2	吕蒙6	27236
15230|7	UI_Buff_YinShen.img	隐身，移速降低30%/n基础暴击+450%/n每秒回复0.8%最大生命	8	2	吕蒙7	27237
15230|8	UI_Buff_YinShen.img	隐身，移速降低20%/n基础暴击+500%/n每秒回复1.1%最大生命	9	2	吕蒙8	27238
15230|9	UI_Buff_YinShen.img	隐身，基础暴击+600%/n每秒回复1.5%最大生命	10	2	吕蒙9	27239
1012|0	UI_Buff_JiaSu.img	提升4%攻击	5	0	孙权0	27260
1012|1	UI_Buff_JiaSu.img	提升8%攻击	5	0	孙权1	27261
1012|2	UI_Buff_JiaSu.img	提升12%攻击	5	0	孙权2	27262
1012|3	UI_Buff_JiaSu.img	提升16%攻击	5	0	孙权3	27263
1012|4	UI_Buff_JiaSu.img	提升20%攻击	5	0	孙权4	27264
1012|4	UI_Buff_JiaSu.img	提升20%攻击	5	0	孙权5	27265
1012|4	UI_Buff_JiaSu.img	提升20%攻击	5	0	孙权6	27266
1012|4	UI_Buff_JiaSu.img	提升20%攻击	5	0	孙权7	27267
1012|4	UI_Buff_JiaSu.img	提升20%攻击	5	0	孙权8	27268
1012|4	UI_Buff_JiaSu.img	提升20%攻击	5	0	孙权9	27269
1015|0	UI_Buff_ShiMing.img	失明	5	1	鲁肃0	27300
1015|1	UI_Buff_ShiMing.img	失明	5	1	鲁肃1	27301
1015|2	UI_Buff_ShiMing.img	失明	5	1	鲁肃2	27302
1015|3	UI_Buff_ShiMing.img	失明	5	1	鲁肃3	27303
1015|4	UI_Buff_ShiMing.img	失明	5	1	鲁肃4	27304
1015|4	UI_Buff_ShiMing.img	失明	5	1	鲁肃5	27305
1015|4	UI_Buff_ShiMing.img	失明	5	1	鲁肃6	27306
1015|4	UI_Buff_ShiMing.img	失明	5	1	鲁肃7	27307
1015|4	UI_Buff_ShiMing.img	失明	5	1	鲁肃8	27308
1015|4	UI_Buff_ShiMing.img	失明	5	1	鲁肃9	27309
1030|0	UI_Buff_FaShangJiaCheng.img	火焰印记，受到的火属性伤害加倍，每秒降低5点士气	1	1	陆逊0	27310
1031|0	UI_Buff_FaShangJiaCheng.img	火焰印记，受到的火属性伤害加倍，每秒降低5点士气	1.5	1	陆逊1	27311
1032|0	UI_Buff_FaShangJiaCheng.img	火焰印记，受到的火属性伤害加倍，每秒降低5点士气	2	1	陆逊2	27312
1033|0	UI_Buff_FaShangJiaCheng.img	火焰印记，受到的火属性伤害加倍，每秒降低5点士气	2.5	1	陆逊3	27313
1034|0	UI_Buff_FaShangJiaCheng.img	火焰印记，受到的火属性伤害加倍，每秒降低5点士气	3	1	陆逊4	27314
1035|0	UI_Buff_FaShangJiaCheng.img	火焰印记，受到的火属性伤害加倍，每秒降低5点士气	4	1	陆逊5	27315
1036|0	UI_Buff_FaShangJiaCheng.img	火焰印记，受到的火属性伤害加倍，每秒降低5点士气	5	1	陆逊6	27316
1037|0	UI_Buff_FaShangJiaCheng.img	火焰印记，受到的火属性伤害加倍，每秒降低5点士气	6	1	陆逊7	27317
1038|0	UI_Buff_FaShangJiaCheng.img	火焰印记，受到的火属性伤害加倍，每秒降低5点士气	7	1	陆逊8	27318
1039|0	UI_Buff_FaShangJiaCheng.img	火焰印记，受到的火属性伤害加倍，每秒降低5点士气	9	1	陆逊9	27319
1099|0	UI_Buff_MianYi.img	清除	5	0	陆抗0	27320
1099|1	UI_Buff_MianYi.img	清除	5	0	陆抗1	27321
1099|2	UI_Buff_MianYi.img	清除	5	0	陆抗2	27322
1099|3	UI_Buff_MianYi.img	清除	5	0	陆抗3	27323
1099|4	UI_Buff_MianYi.img	清除	5	0	陆抗4	27324
1099|4	UI_Buff_MianYi.img	清除	5	0	陆抗5	27325
1099|4	UI_Buff_MianYi.img	清除	5	0	陆抗6	27326
1099|4	UI_Buff_MianYi.img	清除	5	0	陆抗7	27327
1099|4	UI_Buff_MianYi.img	清除	5	0	陆抗8	27328
1099|4	UI_Buff_MianYi.img	清除	5	0	陆抗9	27329
15010|0	UI_Buff_ZengJiaGongSu.img	增加30%攻速	5	0	诸葛瑾0	27330
15010|1	UI_Buff_ZengJiaGongSu.img	增加40%攻速	5	0	诸葛瑾1	27331
15010|2	UI_Buff_ZengJiaGongSu.img	增加50%攻速	5	0	诸葛瑾2	27332
15010|3	UI_Buff_ZengJiaGongSu.img	增加60%攻速	5	0	诸葛瑾3	27333
15010|4	UI_Buff_ZengJiaGongSu.img	增加80%攻速	5	0	诸葛瑾4	27334
15011|0	UI_Buff_JiaoXie.img	被缴械，无法进行普通攻击	2	1	诸葛恪0	27340
15011|1	UI_Buff_JiaoXie.img	被缴械，无法进行普通攻击	3	1	诸葛恪1	27341
15011|2	UI_Buff_JiaoXie.img	被缴械，无法进行普通攻击	4	1	诸葛恪2	27342
15011|3	UI_Buff_JiaoXie.img	被缴械，无法进行普通攻击	5	1	诸葛恪3	27343
15011|4	UI_Buff_JiaoXie.img	被缴械，无法进行普通攻击	6	1	诸葛恪4	27344
15011|5	UI_Buff_JiaoXie.img	5%物理吸血	6	0	诸葛恪5	27345
15011|6	UI_Buff_JiaoXie.img	10%物理吸血	6	0	诸葛恪6	27346
15011|7	UI_Buff_JiaoXie.img	15%物理吸血	6	0	诸葛恪7	27347
15011|8	UI_Buff_JiaoXie.img	20%物理吸血	6	0	诸葛恪8	27348
15011|9	UI_Buff_JiaoXie.img	30%物理吸血	6	0	诸葛恪9	27349
15012|0	UI_Buff_WuShangFanTan.img	物理伤害反弹20%	2	0	阚泽0	27400
15012|1	UI_Buff_WuShangFanTan.img	物理伤害反弹20%	3	0	阚泽1	27401
15012|2	UI_Buff_WuShangFanTan.img	物理伤害反弹20%	4	0	阚泽2	27402
15012|3	UI_Buff_WuShangFanTan.img	物理伤害反弹20%	5	0	阚泽3	27403
15012|4	UI_Buff_WuShangFanTan.img	物理伤害反弹20%	6	0	阚泽4	27404
15012|5	UI_Buff_WuShangFanTan.img	物理伤害反弹20%	7	0	阚泽5	27405
15012|6	UI_Buff_WuShangFanTan.img	物理伤害反弹20%	8	0	阚泽6	27406
15012|7	UI_Buff_WuShangFanTan.img	物理伤害反弹20%	9	0	阚泽7	27407
15012|8	UI_Buff_WuShangFanTan.img	物理伤害反弹20%	10	0	阚泽8	27408
15012|9	UI_Buff_WuShangFanTan.img	物理伤害反弹20%	12	0	阚泽9	27409
15014|0	UI_Buff_GuWu.img	每2秒提升1士气	0	3	小乔0	27500
15014|1	UI_Buff_GuWu.img	每2秒提升2士气	0	3	小乔1	27501
15014|2	UI_Buff_GuWu.img	每2秒提升3士气	0	3	小乔2	27502
15014|3	UI_Buff_GuWu.img	每2秒提升4士气	0	3	小乔3	27503
15014|4	UI_Buff_GuWu.img	每2秒提升5士气	0	3	小乔4	27504
15014|5	UI_Buff_GuWu.img	每2秒提升6士气	0	3	小乔5	27505
15014|6	UI_Buff_GuWu.img	每2秒提升7士气	0	3	小乔6	27506
15014|7	UI_Buff_GuWu.img	每2秒提升8士气	0	3	小乔7	27507
15014|8	UI_Buff_GuWu.img	每2秒提升9士气	0	3	小乔8	27508
15014|9	UI_Buff_GuWu.img	每2秒提升10士气	0	3	小乔9	27509
16511|0	UI_Buff_ZengJiaGongSu.img	攻速移速增加50%	3	0	陈武5	27175
16511|1	UI_Buff_ZengJiaGongSu.img	攻速移速增加80%	3	0	陈武6	27176
16511|2	UI_Buff_ZengJiaGongSu.img	攻速移速增加110%	3	0	陈武7	27177
16511|3	UI_Buff_ZengJiaGongSu.img	攻速移速增加140%	3	0	陈武8	27178
16511|4	UI_Buff_ZengJiaGongSu.img	攻速移速增加200%	3	0	陈武9	27179
16522|9	UI_Buff_XuWu.img	回复效果增加100%	10	0	徐盛9	
27500|0	UI_Buff_WuLiChuanTou.img	30%护甲穿透	5	2	吕布5	28005
27500|1	UI_Buff_WuLiChuanTou.img	35%护甲穿透	6	2	吕布6	28006
27500|2	UI_Buff_WuLiChuanTou.img	40%护甲穿透	7	2	吕布7	28007
27500|3	UI_Buff_WuLiChuanTou.img	45%护甲穿透	8	2	吕布8	28008
27500|4	UI_Buff_WuLiChuanTou.img	50%护甲穿透	9	2	吕布9	28009
19000|0	UI_Buff_XuanYun.img	眩晕	2	1	高顺0	28010
19000|1	UI_Buff_XuanYun.img	眩晕	2	1	高顺1	28011
19000|2	UI_Buff_XuanYun.img	眩晕	2	1	高顺2	28012
19000|3	UI_Buff_XuanYun.img	眩晕	2	1	高顺3	28013
19000|4	UI_Buff_XuanYun.img	眩晕	2	1	高顺4	28014
1350|0	UI_Buff_WuLiChuanTou.img	提升30%物理穿透和物伤加成	8	0	高顺5	28015
1351|0	UI_Buff_WuLiChuanTou.img	提升40%物理穿透和物伤加成	8	0	高顺6	28016
1352|0	UI_Buff_WuLiChuanTou.img	提升50%物理穿透和物伤加成	8	0	高顺7	28017
1353|0	UI_Buff_WuLiChuanTou.img	提升60%物理穿透和物伤加成	8	0	高顺8	28018
1354|0	UI_Buff_WuLiChuanTou.img	提升80%物理穿透和物伤加成	8	0	高顺9	28019
14|0	UI_Buff_ZengJiaGongJiLi.img	鼓舞光环，提升5%攻击力		6	攻击光环	28024
17510|0	UI_Buff_JiangDiGongJiLi.img	攻击力降低10%	5	1	董卓0	28030
17510|1	UI_Buff_JiangDiGongJiLi.img	攻击力降低15%	5	1	董卓1	28031
17510|2	UI_Buff_JiangDiGongJiLi.img	攻击力降低20%	5	1	董卓2	28032
17510|3	UI_Buff_JiangDiGongJiLi.img	攻击力降低25%	5	1	董卓3	28033
17510|4	UI_Buff_JiangDiGongJiLi.img	攻击力降低30%	5	1	董卓4	28034
17510|5	UI_Buff_JiangDiGongJiLi.img	攻击力降低35%	5	1	董卓5	28035
17510|6	UI_Buff_JiangDiGongJiLi.img	攻击力降低40%	5	1	董卓6	28036
17510|7	UI_Buff_JiangDiGongJiLi.img	攻击力降低45%	5	1	董卓7	28037
17510|8	UI_Buff_JiangDiGongJiLi.img	攻击力降低50%	5	1	董卓8	28038
17510|9	UI_Buff_JiangDiGongJiLi.img	攻击力降低55%	5	1	董卓9	28039
27504|0	UI_Buff_JiaSu.img	移动速度降低30%	2	1	李傕0	28040
27504|1	UI_Buff_JiaSu.img	移动速度降低40%	2	1	李傕1	28041
27504|2	UI_Buff_JiaSu.img	移动速度降低50%	2	1	李傕2	28042
27504|3	UI_Buff_JiaSu.img	移动速度降低60%	2	1	李傕3	28043
27504|4	UI_Buff_JiaSu.img	移动速度降低70%	2	1	李傕4	28044
27504|5	UI_Buff_WuShangFanTan.img	反弹受到的20%普通攻击伤害	2	0	李傕5	28045
27504|6	UI_Buff_WuShangFanTan.img	反弹受到的20%普通攻击伤害	3	0	李傕6	28046
27504|7	UI_Buff_WuShangFanTan.img	反弹受到的20%普通攻击伤害	4	0	李傕7	28047
27504|8	UI_Buff_WuShangFanTan.img	反弹受到的20%普通攻击伤害	5	0	李傕8	28048
27504|9	UI_Buff_WuShangFanTan.img	反弹受到的20%普通攻击伤害	6	0	李傕9	28049
17506|0	UI_Buff_ZengJiaHuJia.img	提升10%生命上限和物理溅射	5	2	颜良0	28060
17506|1	UI_Buff_ZengJiaHuJia.img	提升15%生命上限和物理溅射	6	2	颜良1	28061
17506|2	UI_Buff_ZengJiaHuJia.img	提升20%生命上限和物理溅射	7	2	颜良2	28062
17506|3	UI_Buff_ZengJiaHuJia.img	提升25%生命上限和物理溅射	8	2	颜良3	28063
17506|4	UI_Buff_ZengJiaHuJia.img	提升30%生命上限和物理溅射	9	2	颜良4	28064
17506|5	UI_Buff_ZengJiaHuJia.img	提升30%生命上限和物理溅射	9	2	颜良5	28065
17506|6	UI_Buff_ZengJiaHuJia.img	提升30%生命上限和物理溅射	9	2	颜良6	28066
17506|7	UI_Buff_ZengJiaHuJia.img	提升30%生命上限和物理溅射	9	2	颜良7	28067
17506|8	UI_Buff_ZengJiaHuJia.img	提升30%生命上限和物理溅射	9	2	颜良8	28068
17506|9	UI_Buff_ZengJiaHuJia.img	提升30%生命上限和物理溅射	9	2	颜良9	28069
19001|0	UI_Buff_XuanYun.img	眩晕	2	1	文丑0	28070
19001|1	UI_Buff_XuanYun.img	眩晕	2	1	文丑1	28071
19001|2	UI_Buff_XuanYun.img	眩晕	2	1	文丑2	28072
19001|3	UI_Buff_XuanYun.img	眩晕	2	1	文丑3	28073
19001|4	UI_Buff_XuanYun.img	眩晕	2	1	文丑4	28074
19001|5	UI_Buff_XuanYun.img	眩晕	2	1	文丑5	28075
19001|6	UI_Buff_XuanYun.img	眩晕	2	1	文丑6	28076
19001|7	UI_Buff_XuanYun.img	眩晕	2	1	文丑7	28077
19001|8	UI_Buff_XuanYun.img	眩晕	2	1	文丑8	28078
19001|9	UI_Buff_XuanYun.img	眩晕	2	1	文丑9	28079
17502|0	UI_Buff_ZengJiaGongJiLi.img	提升弓兵40%攻击力	10	2	沮授0	28100
17502|1	UI_Buff_ZengJiaGongJiLi.img	提升弓兵55%攻击力	10	2	沮授1	28101
17502|2	UI_Buff_ZengJiaGongJiLi.img	提升弓兵70%攻击力	10	2	沮授2	28102
17502|3	UI_Buff_ZengJiaGongJiLi.img	提升弓兵85%攻击力	10	2	沮授3	28103
17502|4	UI_Buff_ZengJiaGongJiLi.img	提升弓兵100%攻击力	10	2	沮授4	28104
17502|5	UI_Buff_ZengJiaGongJiLi.img	提升弓兵100%攻击力30%攻速	10	2	沮授5	28105
17502|6	UI_Buff_ZengJiaGongJiLi.img	提升弓兵100%攻击力40%攻速	10	2	沮授6	28106
17502|7	UI_Buff_ZengJiaGongJiLi.img	提升弓兵100%攻击力50%攻速	10	2	沮授7	28107
17502|8	UI_Buff_ZengJiaGongJiLi.img	提升弓兵100%攻击力60%攻速	10	2	沮授8	28108
17502|9	UI_Buff_ZengJiaGongJiLi.img	提升弓兵130%攻击力70%攻速	10	2	沮授9	28109
17500|0	UI_Buff_CDZengJia.img	无法获得士气	1	1	孟获0	28120
17500|1	UI_Buff_CDZengJia.img	无法获得士气	2	1	孟获1	28121
17500|2	UI_Buff_CDZengJia.img	无法获得士气	3	1	孟获2	28122
17500|3	UI_Buff_CDZengJia.img	无法获得士气	4	1	孟获3	28123
17500|4	UI_Buff_CDZengJia.img	无法获得士气	5	1	孟获4	28124
17500|5	UI_Buff_ZengJiaGongJiLi.img	每层提高3%血量上限和普通攻击	5	2	孟获5	28125
17500|6	UI_Buff_ZengJiaGongJiLi.img	每层提高3.5%血量上限和普通攻击	5.5	2	孟获6	28126
17500|7	UI_Buff_ZengJiaGongJiLi.img	每层提高4%血量上限和普通攻击	6	2	孟获7	28127
17500|8	UI_Buff_ZengJiaGongJiLi.img	每层提高4.5%血量上限和普通攻击	6.5	2	孟获8	28128
17500|9	UI_Buff_ZengJiaGongJiLi.img	每层提高5%血量上限和普通攻击	7	2	孟获9	28129
19004|0	UI_Buff_ZengJiaGongJiLi.img	攻击力提高5%，攻速提高30%	5	0	祝融0	28130
19004|1	UI_Buff_ZengJiaGongJiLi.img	攻击力提高10%，攻速提高35%	5	0	祝融1	28131
19004|2	UI_Buff_ZengJiaGongJiLi.img	攻击力提高15%，攻速提高40%	5	0	祝融2	28132
19004|3	UI_Buff_ZengJiaGongJiLi.img	攻击力提高20%，攻速提高45%	5	0	祝融3	28133
19004|4	UI_Buff_ZengJiaGongJiLi.img	攻击力提高25%，攻速提高50%	5	0	祝融4	28134
19004|5	UI_Buff_ZengJiaGongJiLi.img	攻击力提高30%，攻速提高55%	5	0	祝融5	28135
19004|6	UI_Buff_ZengJiaGongJiLi.img	攻击力提高35%，攻速提高60%	5	0	祝融6	28136
19004|7	UI_Buff_ZengJiaGongJiLi.img	攻击力提高40%，攻速提高65%	5	0	祝融7	28137
19004|8	UI_Buff_ZengJiaGongJiLi.img	攻击力提高50%，攻速提高70%	5	0	祝融8	28138
19004|9	UI_Buff_ZengJiaGongJiLi.img	攻击力提高65%，攻速提高80%	5	0	祝融9	28139
17501|5	UI_Buff_LiuXue.img	中毒，致盲	1.5	1	带来洞主5	28145
17501|6	UI_Buff_LiuXue.img	中毒，致盲	1.5	1	带来洞主6	28146
17501|7	UI_Buff_LiuXue.img	中毒，致盲	1.5	1	带来洞主7	28147
17501|8	UI_Buff_LiuXue.img	中毒，致盲	1.5	1	带来洞主8	28148
17501|9	UI_Buff_LiuXue.img	中毒，致盲	1.5	1	带来洞主9	28149
1000|0	UI_Buff_ZengJiaGongJiLi.img	提升100%攻击力	100		刘备	28172
27502|0	UI_Buff_ZengJiaGongSu.img	攻击速度提升100%	5	0	华雄0	28190
27502|1	UI_Buff_ZengJiaGongSu.img	攻击速度提升100%	5.5	0	华雄1	28191
27502|2	UI_Buff_ZengJiaGongSu.img	攻击速度提升100%	6	0	华雄2	28192
27502|3	UI_Buff_ZengJiaGongSu.img	攻击速度提升100%	6.5	0	华雄3	28193
27502|4	UI_Buff_ZengJiaGongSu.img	攻击速度提升100%	7	0	华雄4	28194
27502|5	UI_Buff_ZengJiaGongSu.img	每层攻击速度提升100%	7	0	华雄5	28195
27502|6	UI_Buff_ZengJiaGongSu.img	每层攻击速度提升100%	8	0	华雄6	28196
27502|7	UI_Buff_ZengJiaGongSu.img	每层攻击速度提升100%	9	0	华雄7	28197
27502|8	UI_Buff_ZengJiaGongSu.img	每层攻击速度提升100%	10	0	华雄8	28198
27502|9	UI_Buff_ZengJiaGongSu.img	每层攻击速度提升100%	12	0	华雄9	28199
27512|0	UI_Buff_JiangDiHuJia.img	护甲降低50%	3	1	华雄5	28195
27512|1	UI_Buff_JiangDiHuJia.img	护甲降低80%	3	1	华雄6	28196
27512|2	UI_Buff_JiangDiHuJia.img	护甲降低110%	3	1	华雄7	28197
27512|3	UI_Buff_JiangDiHuJia.img	护甲降低140%	3	1	华雄8	28198
27512|4	UI_Buff_JiangDiHuJia.img	护甲降低200%	3	1	华雄9	28199
17503|0	UI_Buff_MaBi.img	麻痹，攻速移速降低90%	1	1	张角0	28200
17503|1	UI_Buff_MaBi.img	麻痹，攻速移速降低91%	1	1	张角1	28201
17503|2	UI_Buff_MaBi.img	麻痹，攻速移速降低92%	1	1	张角2	28202
17503|3	UI_Buff_MaBi.img	麻痹，攻速移速降低93%	1	1	张角3	28203
17503|4	UI_Buff_MaBi.img	麻痹，攻速移速降低94%	1.5	1	张角4	28204
17503|5	UI_Buff_MaBi.img	麻痹，攻速移速降低90%	2	1	张角5	28205
17503|6	UI_Buff_MaBi.img	麻痹，攻速移速降低91%	3	1	张角6	28206
17503|7	UI_Buff_MaBi.img	麻痹，攻速移速降低92%	4	1	张角7	28207
17503|8	UI_Buff_MaBi.img	麻痹，攻速移速降低93%	5	1	张角8	28208
17503|9	UI_Buff_MaBi.img	麻痹，攻速移速降低94%	7	1	张角9	28209
17505|0	UI_Buff_GongChengGongJiLi.img	器械攻击增加30%	5	2	田丰0	28220
17505|1	UI_Buff_GongChengGongJiLi.img	器械攻击增加30%	6	2	田丰1	28221
17505|2	UI_Buff_GongChengGongJiLi.img	器械攻击增加30%	7	2	田丰2	28222
17505|3	UI_Buff_GongChengGongJiLi.img	器械攻击增加30%	8	2	田丰3	28223
17505|4	UI_Buff_GongChengGongJiLi.img	器械攻击增加30%	9	2	田丰4	28224
17505|5	UI_Buff_GongChengGongJiLi.img	器械攻击增加40%	9	2	田丰5	28225
17505|6	UI_Buff_GongChengGongJiLi.img	器械攻击增加50%	9	2	田丰6	28226
17505|7	UI_Buff_GongChengGongJiLi.img	器械攻击增加60%	9	2	田丰7	28227
17505|8	UI_Buff_GongChengGongJiLi.img	器械攻击增加75%	9	2	田丰8	28228
17505|9	UI_Buff_GongChengGongJiLi.img	器械攻击增加100%	9	2	田丰9	28229
17507|0	UI_Buff_XuWu.img	虚无，法术抗性降低20%	3	1	于吉0	28230
17507|1	UI_Buff_XuWu.img	虚无，法术抗性降低25%	3.5	1	于吉1	28231
17507|2	UI_Buff_XuWu.img	虚无，法术抗性降低30%	4	1	于吉2	28232
